,PMCID,sentence
0,PMC3964823,"d out for this study is available for download at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/mehrabmodi/CA1-sequences-data-analysis-code.git"">https://github.com/mehrabmodi/CA1-sequences-da"
1,PMC3964823,"-type=""uri"" xlink:href=""https://github.com/mehrabmodi/CA1-sequences-data-analysis-code.git"">https://github.com/mehrabmodi/CA1-sequences-data-analysis-code.git</ext-link>.</p>
        <sec id=""s4-4-1"">
     "
0,PMC3965213," al., 2010</xref>). Nornir Build Manager software (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com/nornir"">http://github.com/nornir</ext-link>) was used to coordinate execution of the ir-tools, "
1,PMC3965213," Build Manager software (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com/nornir"">http://github.com/nornir</ext-link>) was used to coordinate execution of the ir-tools, including the calculation "
0,PMC3985184,"g macros. All macros and plugins are available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jouyun"">https://github.com/jouyun</ext-link>.</p>
      </sec>
    </sec>
  </body>
  <back>
  "
1,PMC3985184,"ugins are available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jouyun"">https://github.com/jouyun</ext-link>.</p>
      </sec>
    </sec>
  </body>
  <back>
    <sec sec-type=""funding-in"
0,PMC4034684,e elements in the dataset except of C and N). All the data are available at Dryad depository and at GitHub. Copies of all the original sources for the data are available upon request.</p><p><bold>DOI:</bold
1,PMC4034684,rs and CO<sub>2</sub> enrichment levels (the dataset with all the details is deposited at Dryad and GitHub). When a study reported the low CO<sub>2</sub> level as &#x2018;ambient&#x2019; with no specific nu
2,PMC4034684," generate individual results is available with the dataset at the above-mentioned depository and at GitHub: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/loladze/co2"">https://github.com/lolad"
3,PMC4034684," at the above-mentioned depository and at GitHub: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/loladze/co2"">https://github.com/loladze/co2</ext-link>. Assistance for replicating any result a"
4,PMC4034684,"ry and at GitHub: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/loladze/co2"">https://github.com/loladze/co2</ext-link>. Assistance for replicating any result and figure presented in this stud"
0,PMC4059889,"several modules of the deepTools suite (<ext-link ext-link-type=""uri"" xlink:href=""https://deeptools.github.io/"">https://deeptools.github.io</ext-link>) were used (<xref rid=""bib60"" ref-type=""bibr"">Ramirez e"
1,PMC4059889,"ls suite (<ext-link ext-link-type=""uri"" xlink:href=""https://deeptools.github.io/"">https://deeptools.github.io</ext-link>) were used (<xref rid=""bib60"" ref-type=""bibr"">Ramirez et al., 2014</xref>). To ensure"
0,PMC4067075,"s available through an open source MIT license at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/ChristofferNellaker/Clinical_Face_Phenotype_Space_Pipeline"">https://github.com/ChristofferNella"
1,PMC4067075," xlink:href=""https://github.com/ChristofferNellaker/Clinical_Face_Phenotype_Space_Pipeline"">https://github.com/ChristofferNellaker/Clinical_Face_Phenotype_Space_Pipeline</ext-link>.</p>
      </sec>
      <"
0,PMC4080447," heterozygous = 0.33) with the MSG v0.2 pipeline (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/JaneliaSciComp/msg"">https://github.com/JaneliaSciComp/msg</ext-link>). Based on genome-wide anc"
1,PMC4080447," pipeline (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/JaneliaSciComp/msg"">https://github.com/JaneliaSciComp/msg</ext-link>). Based on genome-wide ancestry proportions given these priors, p"
2,PMC4080447,"g a custom perl script and the program fastahack (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/ekg/fastahack"">https://github.com/ekg/fastahack</ext-link>). For LD regions that included only "
3,PMC4080447,"gram fastahack (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/ekg/fastahack"">https://github.com/ekg/fastahack</ext-link>). For LD regions that included only 1 marker (n = 60), we included the"
0,PMC4082287,"version is also available on a public repository (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/JJPennington/FlexDx-TB-Web-Django"">https://github.com/JJPennington/FlexDx-TB-Web-Django</ext-li"
1,PMC4082287,"-link ext-link-type=""uri"" xlink:href=""https://github.com/JJPennington/FlexDx-TB-Web-Django"">https://github.com/JJPennington/FlexDx-TB-Web-Django</ext-link>).<table-wrap id=""tbl1"" orientation=""portrait"" posi"
0,PMC4109307,"computer code used to generate this figure are at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbloom/SangerMutantLibraryAnalysis/tree/v0.2"">https://github.com/jbloom/SangerMutantLibraryAnal"
1,PMC4109307,"ink-type=""uri"" xlink:href=""https://github.com/jbloom/SangerMutantLibraryAnalysis/tree/v0.2"">https://github.com/jbloom/SangerMutantLibraryAnalysis/tree/v0.2</ext-link>.</p><p><bold>DOI:</bold>
<ext-link ext-"
2,PMC4109307,"e used to create this plot is available via <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
3,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>; this plot is the file <italic>parsesummary_"
4,PMC4109307,".pdf</italic> described at &lt;monospace&gt;<ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
5,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>.</p><p><bold>DOI:</bold>
<ext-link ext-link-"
6,PMC4109307,"gnmentsummaryplot.pdf</italic> described at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
7,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>.</p><p><bold>DOI:</bold>
<ext-link ext-link-"
8,PMC4109307,"_3_DNA_codondepth.pdf</italic> described at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
9,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>.</p><p><bold>DOI:</bold>
<ext-link ext-link-"
10,PMC4109307,"sed to create this figure are available via <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
11,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>; this plot is the file <italic>countparsedmu"
12,PMC4109307,"nt-codonmutcounts.pdf</italic> described at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
13,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>.</p><p><bold>DOI:</bold>
<ext-link ext-link-"
14,PMC4109307,"sed to create this figure are available via <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
15,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>; this plot is the file <italic>sequentialnum"
16,PMC4109307,"ferences_logoplot.pdf</italic> described at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
17,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>.</p><p><bold>DOI:</bold>
<ext-link ext-link-"
18,PMC4109307,"sed to create this figure are available via <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
19,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>; these plots are the files <italic>correlati"
20,PMC4109307,"sed to create this figure are available via <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
21,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>; this plot is the file <italic>correlation_w"
22,PMC4109307,"94/annotated_tree.pdf</italic> described at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example"
23,PMC4109307,"k:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html</ext-link>. <xref ref-type=""fig"" rid=""fig8s"
24,PMC4109307,"07/annotated_tree.pdf</italic> described at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example"
25,PMC4109307,"k:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html</ext-link>.</p><p><bold>DOI:</bold>
<ext-li"
26,PMC4109307,"ncy_vs_preference.pdf</italic> described at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example"
27,PMC4109307,"k:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html</ext-link>.</p><p><bold>DOI:</bold>
<ext-li"
28,PMC4109307,"wine_GY94_summary.tex</italic> described at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example"
29,PMC4109307,"k:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html</ext-link>. <xref ref-type=""table"" rid=""tbl"
30,PMC4109307,"ne_KOSI07_summary.tex</italic> described at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example"
31,PMC4109307,"k:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html</ext-link>.</p></fn></table-wrap-foot></tab"
32,PMC4109307,"e all panels of this figure is provided via <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
33,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>. The structure is PDB 1RVX (<xref rid=""bib20"
34,PMC4109307,"to perform these analyses are available via <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
35,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>.</p></fn></table-wrap-foot></table-wrap></p>"
36,PMC4109307,"used to generate this plot is available via <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
37,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>; the plot itself is the file <italic>NP_CTL_"
38,PMC4109307," to perform this analysis are available via <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
39,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>.</p></fn></table-wrap-foot></table-wrap></p>"
40,PMC4109307," and infer the amino-acid preferences is at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
41,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>. Source code and a description of the comput"
42,PMC4109307,"r the phylogenetic analyses is available at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example"
43,PMC4109307,"k:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html</ext-link>.</p>
      </sec>
      <sec id="
44,PMC4109307,"terconverted using the Python script available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbloom/HA_numbering"">https://github.com/jbloom/HA_numbering</ext-link>.</p>
      </sec>
      "
45,PMC4109307,"ilable at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbloom/HA_numbering"">https://github.com/jbloom/HA_numbering</ext-link>.</p>
      </sec>
      <sec id=""s4-3"">
        <title>Generatio"
46,PMC4109307,"nalysis of this Sanger sequencing is available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbloom/SangerMutantLibraryAnalysis/tree/v0.2"">https://github.com/jbloom/SangerMutantLibraryAnal"
47,PMC4109307,"ink-type=""uri"" xlink:href=""https://github.com/jbloom/SangerMutantLibraryAnalysis/tree/v0.2"">https://github.com/jbloom/SangerMutantLibraryAnalysis/tree/v0.2</ext-link>.</p>
      </sec>
      <sec id=""s4-4"">"
48,PMC4109307,"1938)</xref> implemented via the Python script at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbloom/reedmuenchcalculator"">https://github.com/jbloom/reedmuenchcalculator</ext-link>.</p>
   "
49,PMC4109307,"t <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbloom/reedmuenchcalculator"">https://github.com/jbloom/reedmuenchcalculator</ext-link>.</p>
      </sec>
      <sec id=""s4-6"">
        <title>G"
50,PMC4109307,"files and figures produced are available at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
51,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>.</p>
        <p>Briefly, paired reads were o"
52,PMC4109307,"ts</italic> computer program as detailed at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
53,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>.</p>
        <p>Briefly, the preference <inl"
54,PMC4109307,"xref>). A description of this process is at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example"
55,PMC4109307,"k:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html</ext-link>.</p>
      </sec>
      <sec id="
56,PMC4109307,"ref>). A description of this analysis is at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example"
57,PMC4109307,"k:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html</ext-link>.</p>
        <p>Briefly, the phy"
58,PMC4109307,"ibriumpreferences.txt</italic> described at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Ana"
59,PMC4109307,"e=""uri"" xlink:href=""http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html"">http://jbloom.github.io/mapmuts/example_WSN_HA_2014Analysis.html</ext-link>.</p>
          <p><bold>DOI:</bold>
<ext-lin"
60,PMC4109307,"Swine_alignment.fasta</italic> described at <ext-link ext-link-type=""uri"" xlink:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example"
61,PMC4109307,"k:href=""http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html"">http://jbloom.github.io/phyloExpCM/example_2014Analysis_Influenza_H1_HA.html</ext-link>.</p>
          <p><bold>DOI:</bo"
0,PMC4164917," created from IDBA&#x2013;UD contigs using wgsim (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/lh3/wgsim"">https://github.com/lh3/wgsim</ext-link>); (iii) normalized Illumina reads were assem"
1,PMC4164917,"ontigs using wgsim (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/lh3/wgsim"">https://github.com/lh3/wgsim</ext-link>); (iii) normalized Illumina reads were assembled with simulated read pairs"
0,PMC4166725," has been made available on an open source basis (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/SEEG-Oxford/ebola_zoonotic"">https://github.com/SEEG-Oxford/ebola_zoonotic</ext-link>).</p>
    "
1,PMC4166725,"s (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/SEEG-Oxford/ebola_zoonotic"">https://github.com/SEEG-Oxford/ebola_zoonotic</ext-link>).</p>
      </sec>
      <sec id=""s4-9"">
        <title>N"
2,PMC4166725,"urce>. <comment>Accessed: August 2014. Available: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/ropensci/taxize"">https://github.com/ropensci/taxize</ext-link></comment></mixed-citation>
     "
3,PMC4166725,"4. Available: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/ropensci/taxize"">https://github.com/ropensci/taxize</ext-link></comment></mixed-citation>
      </ref>
      <ref id=""bib19"">
     "
4,PMC4166725," leishmaniasis and malaria vectors). We have now also uploaded the source code for this analysis to Github and provided a link to this in the paper. If directed to do so by the editors, we can provide more "
0,PMC4174579," pixels were averaged to give the mean fluorescence for that cell. Image analysis code is posted on GitHub (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/llebon/image-analysis"">https://github"
1,PMC4174579,"at cell. Image analysis code is posted on GitHub (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/llebon/image-analysis"">https://github.com/llebon/image-analysis</ext-link>).</p>
        <p>Aft"
2,PMC4174579,"GitHub (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/llebon/image-analysis"">https://github.com/llebon/image-analysis</ext-link>).</p>
        <p>After this automatic processing, manual corre"
3,PMC4174579,"luorescence from all of the cells in the frame is plotted vs time. Video analysis code is posted on GitHub (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/llebon/movie-analysis"">https://github"
4,PMC4174579,"vs time. Video analysis code is posted on GitHub (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/llebon/movie-analysis"">https://github.com/llebon/movie-analysis</ext-link>).</p>
      </sec>
 "
5,PMC4174579,"GitHub (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/llebon/movie-analysis"">https://github.com/llebon/movie-analysis</ext-link>).</p>
      </sec>
      <sec id=""s4-6"">
        <title>Flow c"
0,PMC4204011,"fic frequencies of CpG, G + C content and length (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/swebb1/cpg_tools"">https://github.com/swebb1/cpg_tools</ext-link>). <xref ref-type=""supplementar"
1,PMC4204011," and length (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/swebb1/cpg_tools"">https://github.com/swebb1/cpg_tools</ext-link>). <xref ref-type=""supplementary-material"" rid=""SD2-data"">Supplement"
0,PMC4213662,"Tsai et al., 2014</xref>), and made available at: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/trnoriega/Matlab-Single-Molecule"">https://github.com/trnoriega/Matlab-Single-Molecule</ext-link"
1,PMC4213662,"t-link ext-link-type=""uri"" xlink:href=""https://github.com/trnoriega/Matlab-Single-Molecule"">https://github.com/trnoriega/Matlab-Single-Molecule</ext-link>.</p>
      </sec>
    </sec>
  </body>
  <back>
   "
0,PMC4215536,"k>). PyMOL visualization scripts are available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jorglab/Vu_AP2"">https://github.com/jorglab/Vu_AP2</ext-link>.</p>
      </sec>
      <sec id=""s"
1,PMC4215536,"e available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jorglab/Vu_AP2"">https://github.com/jorglab/Vu_AP2</ext-link>.</p>
      </sec>
      <sec id=""s4-12"">
        <title>TEV assay tra"
0,PMC4227306,"e associated with this manuscript is available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.org/rneher/FitnessInference"">https://github.org/rneher/FitnessInference</ext-link>.</p>
        <p>"
1,PMC4227306,"le at <ext-link ext-link-type=""uri"" xlink:href=""https://github.org/rneher/FitnessInference"">https://github.org/rneher/FitnessInference</ext-link>.</p>
        <p>To predict the sequence closest to the futur"
2,PMC4227306,"r well). In addition, we have further streamlined and commented the code that has been deposited on github. We feel that these revisions have greatly improved our manuscript. We provide a point by point res"
0,PMC4337656," a custom script and function written for Matlab (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/storchlab/Cosinor-FDR.git"">https://github.com/storchlab/Cosinor-FDR.git</ext-link>). This proce"
1,PMC4337656,"ab (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/storchlab/Cosinor-FDR.git"">https://github.com/storchlab/Cosinor-FDR.git</ext-link>). This procedure generated a best-fit (co)sine wave modeli"
2,PMC4337656," range using custom algorithms written in Matlab (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/storchlab/CWT.git"">https://github.com/storchlab/CWT.git</ext-link>). Locomotor activity data of"
3,PMC4337656," in Matlab (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/storchlab/CWT.git"">https://github.com/storchlab/CWT.git</ext-link>). Locomotor activity data of seven consecutive days per individual"
0,PMC4356046,"e 5&#x2032; and 3&#x2032; end using seqtk trimfq (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/lh3/seqtk"">https://github.com/lh3/seqtk</ext-link>) which uses Phred algorithm to determine the"
1,PMC4356046,"using seqtk trimfq (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/lh3/seqtk"">https://github.com/lh3/seqtk</ext-link>) which uses Phred algorithm to determine the quality of a given base pair."
2,PMC4356046," et al., 2010</xref>). Scripts for genome assembly and CEGMA analysis can be found in the following github repository: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/elijahlowe/molgula_genome_"
3,PMC4356046," can be found in the following github repository: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/elijahlowe/molgula_genome_assemblies.git"">https://github.com/elijahlowe/molgula_genome_assembli"
4,PMC4356046,"xt-link-type=""uri"" xlink:href=""https://github.com/elijahlowe/molgula_genome_assemblies.git"">https://github.com/elijahlowe/molgula_genome_assemblies.git</ext-link>.</p>
      </sec>
      <sec id=""s4-3"">
   "
