,PMCID,sentence
4,PMC5114016,"statistical tests and the data analysis procedures used. It is stated that the code is available on bitbucket, but when looked for by one of the reviewers, access was not possible, thus preventing a better und"
0,PMC5224923,"5&#x2019; and 3&#x2019; coordinates were removed [<ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/ustenzel/biohazard.git"">https://bitbucket.org/ustenzel/biohazard.git</ext-link>]. We then poole"
1,PMC5224923,"ed [<ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/ustenzel/biohazard.git"">https://bitbucket.org/ustenzel/biohazard.git</ext-link>]. We then pooled all nodule reads DNA originating from the sh"
0,PMC5293491," image, using software written by James Strother (<ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/jastrother/neuron_image_analysis"">https://bitbucket.org/jastrother/neuron_image_analysis</ext-l"
1,PMC5293491,"ink ext-link-type=""uri"" xlink:href=""https://bitbucket.org/jastrother/neuron_image_analysis"">https://bitbucket.org/jastrother/neuron_image_analysis</ext-link>). The fluorescence signal is determined within hand"
0,PMC5298877,"vior, we used the open-source toolbox FocusStack (<ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/DylanMuir/twophotonanalysis"">https://bitbucket.org/DylanMuir/twophotonanalysis/</ext-link>) (<x"
1,PMC5298877,"ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/DylanMuir/twophotonanalysis"">https://bitbucket.org/DylanMuir/twophotonanalysis/</ext-link>) (<xref rid=""bib29"" ref-type=""bibr"">Muir and Kampa, 201"
0,PMC5461109,"r"">Stenzel, 2014</xref> Biohazard, available from <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/ustenzel/biohazard"">https://bitbucket.org/ustenzel/biohazard</ext-link>) by calling a consensus"
1,PMC5461109,"le from <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/ustenzel/biohazard"">https://bitbucket.org/ustenzel/biohazard</ext-link>) by calling a consensus from sequences with identical alignment s"
2,PMC5461109,"p>
          <year>2014</year>
          <article-title>Biohazard</article-title>
          <source>Bitbucket</source>
          <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/ustenzel/biohaza"
3,PMC5461109,"e>
          <source>Bitbucket</source>
          <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/ustenzel/biohazard"">https://bitbucket.org/ustenzel/biohazard</ext-link>
        </element-citat"
4,PMC5461109,"        <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/ustenzel/biohazard"">https://bitbucket.org/ustenzel/biohazard</ext-link>
        </element-citation>
      </ref>
      <ref id=""bib55"">
 "
0,PMC5739541,"person-group>
          <year>2017</year>
          <data-title>Hi-C</data-title>
          <source>Bitbucket</source>
          <version designator=""95e304b"">95e304b</version>
          <ext-link ext-link-typ"
1,PMC5739541," designator=""95e304b"">95e304b</version>
          <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/Stadlerlab/hi-c/"">https://bitbucket.org/Stadlerlab/hi-c/</ext-link>
        </element-citation>"
2,PMC5739541,"          <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/Stadlerlab/hi-c/"">https://bitbucket.org/Stadlerlab/hi-c/</ext-link>
        </element-citation>
      </ref>
      <ref id=""bib96"">
   "
0,PMC5800844,"the data are available at the project repository (<ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/molpalmuc/sponge-oxygen"">https://bitbucket.org/molpalmuc/sponge-oxygen</ext-link>). Raw reads h"
1,PMC5800844,"y (<ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/molpalmuc/sponge-oxygen"">https://bitbucket.org/molpalmuc/sponge-oxygen</ext-link>). Raw reads have been deposited at NCBI SRA under BioProject"
2,PMC5800844,"    <p>
          <related-object content-type=""generated-dataset"" id=""dataset1"" source-id=""https://bitbucket.org/molpalmuc/sponge-oxygen"" source-id-type=""uri"">
            <collab collab-type=""author"">Francis"
3,PMC5800844,"      <source>Data for paper</source>
            <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/molpalmuc/sponge-oxygen"">https://bitbucket.org/molpalmuc/sponge-oxygen</ext-link>
            <"
4,PMC5800844,"   <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/molpalmuc/sponge-oxygen"">https://bitbucket.org/molpalmuc/sponge-oxygen</ext-link>
            <comment>Publicly available at Bitbucket (https:"
5,PMC5800844,"https://bitbucket.org/molpalmuc/sponge-oxygen</ext-link>
            <comment>Publicly available at Bitbucket (https://bitbucket.org/)</comment>
          </related-object>
        </p>
        <p>
          <"
6,PMC5800844,"rg/molpalmuc/sponge-oxygen</ext-link>
            <comment>Publicly available at Bitbucket (https://bitbucket.org/)</comment>
          </related-object>
        </p>
        <p>
          <related-object cont"
7,PMC5800844,"s from the alignment and remade the tree figure (though the original will be still available on the bitbucket repo).</p>
      <disp-quote content-type=""editor-comment"">
        <p>10) Results section: Write t"
8,PMC5800844,his information from the main text. The tables showing these results have been placed on the online bitbucket repo with the rest of the analysis files in case the reader wants to see these results. Despite the
0,PMC5821459,"mentary file 5</xref>; <break/>R code in &#x2013; <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/altukhov/line-1/"">https://bitbucket.org/altukhov/line-1/</ext-link></td>
            </tr>
    "
1,PMC5821459," &#x2013; <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/altukhov/line-1/"">https://bitbucket.org/altukhov/line-1/</ext-link></td>
            </tr>
          </tbody>
        </table>
      </"
2,PMC5821459,"and RNA sequencing data; it has been published on <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org"">https://bitbucket.org</ext-link> (<xref rid=""bib2"" ref-type=""bibr"">Altukhov, 2017</xref>);&#xA"
3,PMC5821459,"; it has been published on <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org"">https://bitbucket.org</ext-link> (<xref rid=""bib2"" ref-type=""bibr"">Altukhov, 2017</xref>);&#xA0;a copy is archived at"
4,PMC5821459,"         <data-title>
            <italic>LINE-1</italic>
          </data-title>
          <source>Bitbucket</source>
          <version designator=""1e90c62"">1e90c62</version>
          <ext-link ext-link-typ"
5,PMC5821459," designator=""1e90c62"">1e90c62</version>
          <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/altukhov/line-1/"">https://bitbucket.org/altukhov/line-1/</ext-link>
        </element-citation>"
6,PMC5821459,"          <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/altukhov/line-1/"">https://bitbucket.org/altukhov/line-1/</ext-link>
        </element-citation>
      </ref>
      <ref id=""bib3"">
    "
0,PMC5854468,"017</year>
          <data-title>MreB_Tracking and Cell Segmentation</data-title>
          <source>Bitbucket</source>
          <version designator=""89d7801"">89d7801</version>
          <ext-link ext-link-typ"
1,PMC5854468," designator=""89d7801"">89d7801</version>
          <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/garnerlab/hussain-2017-elife/src"">https://bitbucket.org/garnerlab/hussain-2017-elife/src</ext-l"
2,PMC5854468,"ink ext-link-type=""uri"" xlink:href=""https://bitbucket.org/garnerlab/hussain-2017-elife/src"">https://bitbucket.org/garnerlab/hussain-2017-elife/src</ext-link>
        </element-citation>
      </ref>
      <ref"
0,PMC5871332,"    <p>
          <related-object content-type=""generated-dataset"" id=""dataset4"" source-id=""https://bitbucket.org/berkeleylab/klosneuvirus"" source-id-type=""uri"">
            <collab collab-type=""author"">Schulz"
1,PMC5871332,"ranslation system components</source>
            <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/berkeleylab/klosneuvirus"">https://bitbucket.org/berkeleylab/klosneuvirus</ext-link>
           "
2,PMC5871332,"  <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/berkeleylab/klosneuvirus"">https://bitbucket.org/berkeleylab/klosneuvirus</ext-link>
            <comment>Publicly available at bitbucket.org (h"
3,PMC5871332,"ttps://bitbucket.org/berkeleylab/klosneuvirus</ext-link>
            <comment>Publicly available at bitbucket.org (https://bitbucket.org)</comment>
          </related-object>
        </p>
        <p>
        "
4,PMC5871332,"rkeleylab/klosneuvirus</ext-link>
            <comment>Publicly available at bitbucket.org (https://bitbucket.org)</comment>
          </related-object>
        </p>
        <p>
          <related-object conte"
0,PMC5922974,"ar>2018a</year>
          <article-title>Fused Gene Models Search</article-title>
          <source>BitBucket</source>
          <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/FungalTDNAseq/fu"
1,PMC5922974,"e>
          <source>BitBucket</source>
          <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/FungalTDNAseq/fusedgenemodels"">https://bitbucket.org/FungalTDNAseq/fusedgenemodels</ext-link>
 "
2,PMC5922974,"t-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/FungalTDNAseq/fusedgenemodels"">https://bitbucket.org/FungalTDNAseq/fusedgenemodels</ext-link>
        </element-citation>
      </ref>
      <ref id"
3,PMC5922974,"
          <year>2018b</year>
          <article-title>RB-TDNAseq</article-title>
          <source>BitBucket</source>
          <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/FungalTDNAseq/rb"
4,PMC5922974,"e>
          <source>BitBucket</source>
          <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/FungalTDNAseq/rb-tdnaseq"">https://bitbucket.org/FungalTDNAseq/rb-tdnaseq</ext-link>
        </e"
5,PMC5922974,"  <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/FungalTDNAseq/rb-tdnaseq"">https://bitbucket.org/FungalTDNAseq/rb-tdnaseq</ext-link>
        </element-citation>
      </ref>
      <ref id=""bib"
6,PMC5922974,"e NCBI short read archive and the analysis software on a third party software distribution service (bitbucket.com).</p>
      <disp-quote content-type=""editor-comment"">
        <p>In Supplementary file 2 multi"
0,PMC5988428,"""5f48c7a&#xA0;"">5f48c7a&#xA0;</version>
          <ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/MonkeyMyshkin/bcgtrials.git"">https://bitbucket.org/MonkeyMyshkin/bcgtrials.git</ext-link>
     "
1,PMC5988428,"ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/MonkeyMyshkin/bcgtrials.git"">https://bitbucket.org/MonkeyMyshkin/bcgtrials.git</ext-link>
        </element-citation>
      </ref>
      <ref id="""
2,PMC5988428,"e from a publicly accessible git repository:&#xA0;<ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/MonkeyMyshkin/bcgtrials.git"">https://bitbucket.org/MonkeyMyshkin/bcgtrials.git</ext-link>&#xA0;"
3,PMC5988428,"ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/MonkeyMyshkin/bcgtrials.git"">https://bitbucket.org/MonkeyMyshkin/bcgtrials.git</ext-link>&#xA0;(<xref rid=""bib13"" ref-type=""bibr"">Conlan, 2018</xr"
4,PMC5988428,"available from the following git repository:&#xA0;<ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/MonkeyMyshkin/bcgtrials.git"">https://bitbucket.org/MonkeyMyshkin/bcgtrials.git</ext-link>&#xA0;"
5,PMC5988428,"ext-link ext-link-type=""uri"" xlink:href=""https://bitbucket.org/MonkeyMyshkin/bcgtrials.git"">https://bitbucket.org/MonkeyMyshkin/bcgtrials.git</ext-link>&#xA0;(<xref rid=""bib13"" ref-type=""bibr"">Conlan, 2018</xr"
