,PMCID,sentence
0,PMC3967918,"certain what software is available and has been successfully employed. Software repositories (e.g., GitHub, <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/"">https://github.com/</ext-link>, and"
1,PMC3967918,"ly employed. Software repositories (e.g., GitHub, <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/"">https://github.com/</ext-link>, and SourceForge, <ext-link ext-link-type=""uri"" xlink:href=""ht"
2,PMC3967918," repositories (e.g., GitHub, <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/"">https://github.com/</ext-link>, and SourceForge, <ext-link ext-link-type=""uri"" xlink:href=""http://sourceforge.net/"
3,PMC3967918,"p://subversion.apache.org</ext-link>) and Git (<ext-link ext-link-type=""uri"" xlink:href=""http://www.github.com"">http://www.github.com</ext-link>), both of which offer many advanced features for managing you"
4,PMC3967918,"rg</ext-link>) and Git (<ext-link ext-link-type=""uri"" xlink:href=""http://www.github.com"">http://www.github.com</ext-link>), both of which offer many advanced features for managing your code. Cloud storage s"
0,PMC3967921,"are"">http://mahonylab.org/software</ext-link> and <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/shaunmahony/seqcode"">https://github.com/shaunmahony/seqcode</ext-link>. Simulated multiple cond"
1,PMC3967921,"link> and <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/shaunmahony/seqcode"">https://github.com/shaunmahony/seqcode</ext-link>. Simulated multiple condition ChIP-seq datasets are also availab"
0,PMC3967922,"quencing experiments. HaploClique is available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/armintoepfer/haploclique"">https://github.com/armintoepfer/haploclique</ext-link>. A summary of "
1,PMC3967922,"e at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/armintoepfer/haploclique"">https://github.com/armintoepfer/haploclique</ext-link>. A summary of this paper appears in the proceedings of the "
2,PMC3967922,"]</xref> used in the simulations are available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/armintoepfer/haploclique"">https://github.com/armintoepfer/haploclique</ext-link> under data.</p"
3,PMC3967922,"e at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/armintoepfer/haploclique"">https://github.com/armintoepfer/haploclique</ext-link> under data.</p>
        <p>A summary of this paper appears "
0,PMC3967932,"tance of 0.005 for 500 steps or until convergence. Source code for the simulation is provided via a gitHub repository (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com/NoahBenson/SpringRegister/"""
1,PMC3967932,"he simulation is provided via a gitHub repository (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com/NoahBenson/SpringRegister/"">http://github.com/NoahBenson/SpringRegister/</ext-link>).</p>
     "
2,PMC3967932,"ory (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com/NoahBenson/SpringRegister/"">http://github.com/NoahBenson/SpringRegister/</ext-link>).</p>
        <p>By simulating the system until a low PE "
0,PMC3974642,"have proven useful for graphical representation and manipulation of data, respectively. RStudio and GitHub have provided immensely useful and free applications that were used in the respective development a"
0,PMC3974646,"n of the Kappa-compatible network-free simulator (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jkrivine/KaSim"">https://github.com/jkrivine/KaSim</ext-link>). However, there is no facility fo"
1,PMC3974646,"ree simulator (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jkrivine/KaSim"">https://github.com/jkrivine/KaSim</ext-link>). However, there is no facility for transforming a model written excl"
2,PMC3974646,"n, e.g., KaSim 3.x for Kappa language models (see <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jkrivine/KaSim"">https://github.com/jkrivine/KaSim</ext-link>).</p>
        <sec id=""s4a1"">
    "
3,PMC3974646,"ge models (see <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jkrivine/KaSim"">https://github.com/jkrivine/KaSim</ext-link>).</p>
        <sec id=""s4a1"">
          <title>Population species and"
0,PMC3985171," 2 platform is an open source project and is anonymously available on a source repository hosted by GitHub at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/CompEvol/beast2"">https://github.com"
1,PMC3985171,"ilable on a source repository hosted by GitHub at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/CompEvol/beast2"">https://github.com/CompEvol/beast2</ext-link> and supplementary material <xref"
2,PMC3985171," by GitHub at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/CompEvol/beast2"">https://github.com/CompEvol/beast2</ext-link> and supplementary material <xref ref-type=""supplementary-material"" r"
3,PMC3985171,"AST 2.1.0 with the MultiTypeTree package (<ext-link ext-link-type=""uri"" xlink:href=""http://compevol.github.io/MultiTypeTree/"">http://compevol.github.io/MultiTypeTree/</ext-link>). The data for the structure"
4,PMC3985171,"<ext-link ext-link-type=""uri"" xlink:href=""http://compevol.github.io/MultiTypeTree/"">http://compevol.github.io/MultiTypeTree/</ext-link>). The data for the structured coalescent example is made up of Hepatit"
5,PMC3985171,"on-type=""other"">Vaughan T. Multitypetree package. <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/CompEvol/MultiTypeTree"">https://github.com/CompEvol/MultiTypeTree</ext-link>. Accessed: 2014-01"
6,PMC3985171,"ckage. <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/CompEvol/MultiTypeTree"">https://github.com/CompEvol/MultiTypeTree</ext-link>. Accessed: 2014-01-31.</mixed-citation>
      </ref>
      <r"
0,PMC3990475,"olution of copy number profiles along a tree. URL <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/sbotond/simcopy"">https://github.com/sbotond/simcopy</ext-link>.</mixed-citation>
      </ref>
 "
1,PMC3990475,"g a tree. URL <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/sbotond/simcopy"">https://github.com/sbotond/simcopy</ext-link>.</mixed-citation>
      </ref>
      <ref id=""pcbi.1003535-Paradis1"""
0,PMC3998871,"ce Code Repositories</title>
        <list list-type=""bullet"">
          <list-item>
            <p>Github (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com"">http://github.com</ext-link>): A web-"
1,PMC3998871,"let"">
          <list-item>
            <p>Github (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com"">http://github.com</ext-link>): A web-based hosting service for software development projects t"
2,PMC3998871,"st-item>
            <p>Github (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com"">http://github.com</ext-link>): A web-based hosting service for software development projects that use the Git rev"
0,PMC3998872,"generated from this work are freely available at: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/cdanielmachado/transcript2flux"">https://github.com/cdanielmachado/transcript2flux</ext-link>.</"
1,PMC3998872,"ext-link ext-link-type=""uri"" xlink:href=""https://github.com/cdanielmachado/transcript2flux"">https://github.com/cdanielmachado/transcript2flux</ext-link>.</p>
      </sec>
    </sec>
    <sec sec-type=""metho"
0,PMC4022483,"n package, PyPol-II, which can be downloaded from <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/ciiram/PyPol_II"">https://github.com/ciiram/PyPol_II</ext-link>.</p>
        </sec>
        <sec"
1,PMC4022483,"wnloaded from <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/ciiram/PyPol_II"">https://github.com/ciiram/PyPol_II</ext-link>.</p>
        </sec>
        <sec id=""s2a3"">
          <title>Estimat"
0,PMC4072515,"2-Chakrabarti1"" ref-type=""bibr"">[12]</xref>. The code used to render this figure is included in our gitHub repository (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/DavidBrainard/ReceptorLear"
1,PMC4072515,"this figure is included in our gitHub repository (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/DavidBrainard/ReceptorLearning/"">https://github.com/DavidBrainard/ReceptorLearning/</ext-link>)"
2,PMC4072515,"xt-link ext-link-type=""uri"" xlink:href=""https://github.com/DavidBrainard/ReceptorLearning/"">https://github.com/DavidBrainard/ReceptorLearning/</ext-link>). (<bold>B</bold>) Image correlations for images fro"
3,PMC4072515,"rg/</ext-link>), a functional open-source Java Virtual Machine language, and is freely available on gitHub (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/DavidBrainard/ReceptorLearning/"">http"
4,PMC4072515,"hine language, and is freely available on gitHub (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/DavidBrainard/ReceptorLearning/"">https://github.com/DavidBrainard/ReceptorLearning/</ext-link>)"
5,PMC4072515,"xt-link ext-link-type=""uri"" xlink:href=""https://github.com/DavidBrainard/ReceptorLearning/"">https://github.com/DavidBrainard/ReceptorLearning/</ext-link>).</p>
        <p>Given mosaic size <inline-formula><"
6,PMC4072515," comparison, was implemented in Mathematica, and the implementation's code is also available in our gitHub repository (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/DavidBrainard/ReceptorLear"
7,PMC4072515," code is also available in our gitHub repository (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/DavidBrainard/ReceptorLearning/"">https://github.com/DavidBrainard/ReceptorLearning/</ext-link>)"
8,PMC4072515,"xt-link ext-link-type=""uri"" xlink:href=""https://github.com/DavidBrainard/ReceptorLearning/"">https://github.com/DavidBrainard/ReceptorLearning/</ext-link>). The model surface was discovered by minimizing the"
0,PMC4081002," the model estimation is available for download at <ext-link ext-link-type=""uri"" xlink:href=""http://github.com/ursk/srbm"">http://github.com/ursk/srbm</ext-link>. <xref ref-type=""fig"" rid=""pcbi-1003684-g001"""
1,PMC4081002,"lable for download at <ext-link ext-link-type=""uri"" xlink:href=""http://github.com/ursk/srbm"">http://github.com/ursk/srbm</ext-link>. <xref ref-type=""fig"" rid=""pcbi-1003684-g001"">Fig. 1a</xref>) shows an exa"
0,PMC4091703,"er an open source, GPLv3 license, available here: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/ssgrn/GraphInvariantsNeocortex"">https://github.com/ssgrn/GraphInvariantsNeocortex</ext-link>.</"
1,PMC4091703,"ext-link ext-link-type=""uri"" xlink:href=""https://github.com/ssgrn/GraphInvariantsNeocortex"">https://github.com/ssgrn/GraphInvariantsNeocortex</ext-link>.</p>
      </sec>
      <sec id=""s2c"">
        <title"
2,PMC4091703,"Python graph visualization tool NetworkX (<ext-link ext-link-type=""uri"" xlink:href=""http://networkx.github.io/"">http://networkx.github.io/</ext-link>). Circular variance was computed with the MATLAB Toolbox"
3,PMC4091703,"ool NetworkX (<ext-link ext-link-type=""uri"" xlink:href=""http://networkx.github.io/"">http://networkx.github.io/</ext-link>). Circular variance was computed with the MATLAB Toolbox for Circular Statistics <xr"
0,PMC4102402," expression dataset. We offer this modeling framework as an R package for other interested users at github.com/RGLab/SingleCellAssay.</p>
      <p>Although we recommend the Hurdle model in general for testi"
0,PMC4102429,"starting point the scripts provided (available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/alexbarrera/fungidomDB"">https://github.com/alexbarrera/fungidomDB</ext-link>). We hope that som"
1,PMC4102429,"ble at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/alexbarrera/fungidomDB"">https://github.com/alexbarrera/fungidomDB</ext-link>). We hope that some of these strategies can be refined and ap"
2,PMC4102429," study and related documentation are available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/alexbarrera/fungidomDB"">https://github.com/alexbarrera/fungidomDB</ext-link>.</p>
      </sec>
"
3,PMC4102429,"ble at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/alexbarrera/fungidomDB"">https://github.com/alexbarrera/fungidomDB</ext-link>.</p>
      </sec>
      <sec id=""s3b"">
        <title>2. Fung"
0,PMC4117414,"suns/</ext-link> and the source code is hosted at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/godotgildor/Suns"">https://github.com/godotgildor/Suns</ext-link> (PyMOL plugin, BSD license), <"
1,PMC4117414,"is hosted at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/godotgildor/Suns"">https://github.com/godotgildor/Suns</ext-link> (PyMOL plugin, BSD license), <ext-link ext-link-type=""uri"" xlink:hr"
2,PMC4117414,"ldor/Suns</ext-link> (PyMOL plugin, BSD license), <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/Gabriel439/suns-cmd"">https://github.com/Gabriel439/suns-cmd</ext-link> (command line client, BS"
3,PMC4117414,"license), <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/Gabriel439/suns-cmd"">https://github.com/Gabriel439/suns-cmd</ext-link> (command line client, BSD license), and <ext-link ext-link-type="
4,PMC4117414,"ext-link> (command line client, BSD license), and <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/Gabriel439/suns-search"">https://github.com/Gabriel439/suns-search</ext-link> (search engine ser"
5,PMC4117414,"), and <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/Gabriel439/suns-search"">https://github.com/Gabriel439/suns-search</ext-link> (search engine server, GPLv2 license).</p>
      </abstract>
"
6,PMC4117414,"ce code for the client is available separately at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/godotgildor/Suns"">https://github.com/godotgildor/Suns</ext-link> under a BSD license (<xref ref"
7,PMC4117414,"eparately at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/godotgildor/Suns"">https://github.com/godotgildor/Suns</ext-link> under a BSD license (<xref ref-type=""supplementary-material"" rid=""p"
8,PMC4117414," searches using a command line tool, available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/Gabriel439/suns-cmd"">https://github.com/Gabriel439/suns-cmd</ext-link> under a BSD license (<xr"
9,PMC4117414,"ilable at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/Gabriel439/suns-cmd"">https://github.com/Gabriel439/suns-cmd</ext-link> under a BSD license (<xref ref-type=""supplementary-material"" rid"
10,PMC4117414,"e source code for the search engine is located at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/Gabriel439/suns-search"">https://github.com/Gabriel439/suns-search</ext-link> under a GPLv2 lice"
11,PMC4117414,"ted at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/Gabriel439/suns-search"">https://github.com/Gabriel439/suns-search</ext-link> under a GPLv2 license (<xref ref-type=""supplementary-material"
12,PMC4117414,"r request new features using the issue tracker at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/Gabriel439/suns-search/issues"">https://github.com/Gabriel439/suns-search/issues</ext-link> or b"
13,PMC4117414,"<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/Gabriel439/suns-search/issues"">https://github.com/Gabriel439/suns-search/issues</ext-link> or by contacting the Suns mailing list at <email>suns-"
0,PMC4125065,"</p>
      <p>The SciClone package is available at <ext-link ext-link-type=""uri"" xlink:href=""http://github.com/genome/sciclone"">http://github.com/genome/sciclone</ext-link>.</p>
    </sec>
    <sec id=""s2"">"
1,PMC4125065,"is available at <ext-link ext-link-type=""uri"" xlink:href=""http://github.com/genome/sciclone"">http://github.com/genome/sciclone</ext-link>.</p>
    </sec>
    <sec id=""s2"">
      <title>Results</title>
     "
2,PMC4125065,"ic copy number events were detected using copyCat (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com/chrisamiller/copycat/"">http://github.com/chrisamiller/copycat/</ext-link>). Copy-number neutral"
3,PMC4125065," copyCat (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com/chrisamiller/copycat/"">http://github.com/chrisamiller/copycat/</ext-link>). Copy-number neutral LOH was detected using VarScan 2 <xref r"
0,PMC4125081,"dification and extension, is free and open-source (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com/fcchou/helixmc"">http://github.com/fcchou/helixmc</ext-link>), and enables fast and accurate pre"
1,PMC4125081,"and open-source (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com/fcchou/helixmc"">http://github.com/fcchou/helixmc</ext-link>), and enables fast and accurate predictions with available computatio"
2,PMC4125081," parameters, are available in the HelixMC package (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com/fcchou/helixmc"">http://github.com/fcchou/helixmc</ext-link>).</p>
          <p>(DOC)</p>
      "
3,PMC4125081,"HelixMC package (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com/fcchou/helixmc"">http://github.com/fcchou/helixmc</ext-link>).</p>
          <p>(DOC)</p>
        </caption>
        <media xlink:"
0,PMC4133050,"riant Susceptibility Estimator. Database: Gitgub. <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/dpessoaIGC/Dose-Invariant-Susceptibility-Estimator"">https://github.com/dpessoaIGC/Dose-Invarian"
1,PMC4133050,"pe=""uri"" xlink:href=""https://github.com/dpessoaIGC/Dose-Invariant-Susceptibility-Estimator"">https://github.com/dpessoaIGC/Dose-Invariant-Susceptibility-Estimator</ext-link>.</mixed-citation>
      </ref>
  "
0,PMC4133164,"software for complex networks. Available: <ext-link ext-link-type=""uri"" xlink:href=""http://networkx.github.io/"">http://networkx.github.io/</ext-link>. Accessed August 2013.</mixed-citation>
      </ref>
   "
1,PMC4133164,"s. Available: <ext-link ext-link-type=""uri"" xlink:href=""http://networkx.github.io/"">http://networkx.github.io/</ext-link>. Accessed August 2013.</mixed-citation>
      </ref>
      <ref id=""pcbi.1003737-Zha"
0,PMC4148203,"tp://www.opencyto.org"">http://www.opencyto.org</ext-link>), and the software can be downloaded from github (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/RGLab/openCyto"">https://github.com/RG"
1,PMC4148203,", and the software can be downloaded from github (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/RGLab/openCyto"">https://github.com/RGLab/openCyto</ext-link>). and from BioConductor (<ext-link"
2,PMC4148203,"d from github (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/RGLab/openCyto"">https://github.com/RGLab/openCyto</ext-link>). and from BioConductor (<ext-link ext-link-type=""uri"" xlink:href=""ht"
0,PMC4148205,"e 5b and Supplementary Figure 6a) is available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/AlexBujan/ctr"">https://github.com/AlexBujan/ctr</ext-link>}. Other results can be reproduced by"
1,PMC4148205,"is available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/AlexBujan/ctr"">https://github.com/AlexBujan/ctr</ext-link>}. Other results can be reproduced by modifying that code.</meta-value>"
2,PMC4148205,"e 5b and Supplementary Figure 6a) is available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/AlexBujan/ctr"">https://github.com/AlexBujan/ctr</ext-link>}. Other results can be reproduced by"
3,PMC4148205,"is available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/AlexBujan/ctr"">https://github.com/AlexBujan/ctr</ext-link>}. Other results can be reproduced by modifying that code.</p>
    </no"
4,PMC4148205,"1.s006"">Figure S6a</xref></bold>) is available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/AlexBujan/ctr"">https://github.com/AlexBujan/ctr</ext-link>. Other results can be reproduced by "
5,PMC4148205,"is available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/AlexBujan/ctr"">https://github.com/AlexBujan/ctr</ext-link>. Other results can be reproduced by modifying that code.</p>
      </s"
0,PMC4154648,"nk>.</p>
      <p>The source code is available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/SimeoneMarsico/IMPACT"">https://github.com/SimeoneMarsico/IMPACT</ext-link>.</p>
    </sec>
    "
1,PMC4154648,"able at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/SimeoneMarsico/IMPACT"">https://github.com/SimeoneMarsico/IMPACT</ext-link>.</p>
    </sec>
    <sec id=""s2"">
      <title>Results</title>"
0,PMC4161295,"ch run in web browsers, as shown in the gallery at <ext-link ext-link-type=""uri"" xlink:href=""http://github.com/mbostock/d3/wiki/Gallery"">http://github.com/mbostock/d3/wiki/Gallery</ext-link>.</p>
      <p>
"
1,PMC4161295,"ery at <ext-link ext-link-type=""uri"" xlink:href=""http://github.com/mbostock/d3/wiki/Gallery"">http://github.com/mbostock/d3/wiki/Gallery</ext-link>.</p>
      <p>
<bold>Cytoscape</bold> is a software platfor"
2,PMC4161295,"matplotlib, and figure scripts are available from <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/rougier/ten-rules"">https://github.com/rougier/ten-rules</ext-link>.</p>
    </sec>
  </body>
  "
3,PMC4161295,"ilable from <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/rougier/ten-rules"">https://github.com/rougier/ten-rules</ext-link>.</p>
    </sec>
  </body>
  <back>
    <ref-list>
      <title>Ref"
0,PMC4177667,"erlying the findings are fully available without restriction. All data are available at the project Github page: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbogp/MRF_Platynereis_2014"">http"
1,PMC4177667,"ll data are available at the project Github page: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbogp/MRF_Platynereis_2014"">https://github.com/jbogp/MRF_Platynereis_2014</ext-link></meta-valu"
2,PMC4177667,"e: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbogp/MRF_Platynereis_2014"">https://github.com/jbogp/MRF_Platynereis_2014</ext-link></meta-value>
        </custom-meta>
      </custom-meta-g"
3,PMC4177667,"erlying the findings are fully available without restriction. All data are available at the project Github page: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbogp/MRF_Platynereis_2014"">http"
4,PMC4177667,"ll data are available at the project Github page: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbogp/MRF_Platynereis_2014"">https://github.com/jbogp/MRF_Platynereis_2014</ext-link></p>
    </"
5,PMC4177667,"e: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbogp/MRF_Platynereis_2014"">https://github.com/jbogp/MRF_Platynereis_2014</ext-link></p>
    </notes>
  </front>
  <body>
    <sec id=""s1"">
  "
6,PMC4177667,"alic>. An implementation of the EM algorithm in the C programming language is also available on the Github page of the project <xref rid=""pcbi.1003824-Project1"" ref-type=""bibr"">[52]</xref>.</p>
      </sec>"
7,PMC4177667,"ect1"">
        <label>52</label>
        <mixed-citation publication-type=""other"">Project source on github. URL <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbogp/MRF_Platynereis_2014"">https"
8,PMC4177667,"cation-type=""other"">Project source on github. URL <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbogp/MRF_Platynereis_2014"">https://github.com/jbogp/MRF_Platynereis_2014</ext-link>.</mixed-ci"
9,PMC4177667,"RL <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/jbogp/MRF_Platynereis_2014"">https://github.com/jbogp/MRF_Platynereis_2014</ext-link>.</mixed-citation>
      </ref>
      <ref id=""pcbi.100382"
0,PMC4177671,"figured virtual machine for IDEPI can be found at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/veg/idepi"">https://github.com/veg/idepi</ext-link>.</p>
      </abstract>
      <funding-group>"
1,PMC4177671,"EPI can be found at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/veg/idepi"">https://github.com/veg/idepi</ext-link>.</p>
      </abstract>
      <funding-group>
        <funding-statement>Th"
2,PMC4177671,"udy are available at the IDEPI distribution page (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/veg/idepi"">https://github.com/veg/idepi</ext-link>).</meta-value>
        </custom-meta>
      "
3,PMC4177671," distribution page (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/veg/idepi"">https://github.com/veg/idepi</ext-link>).</meta-value>
        </custom-meta>
      </custom-meta-group>
    </art"
4,PMC4177671,"udy are available at the IDEPI distribution page (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/veg/idepi"">https://github.com/veg/idepi</ext-link>).</p>
    </notes>
  </front>
  <body>
    <"
5,PMC4177671," distribution page (<ext-link ext-link-type=""uri"" xlink:href=""https://github.com/veg/idepi"">https://github.com/veg/idepi</ext-link>).</p>
    </notes>
  </front>
  <body>
    <disp-quote>
      <p>This is a"
6,PMC4177671,"e scripts, and detailed tutorials are available at <ext-link ext-link-type=""uri"" xlink:href=""http://github.com/veg/idepi"">http://github.com/veg/idepi</ext-link>.</p>
      </sec>
      <sec id=""s3e"">
      "
