,PMCID,sentence
0,PMC4383532,"acelis, Shelly Glashow, David Lipman, Rahmah Mohamed, Chris Noren, Karen Otto, Mila Pollock, Janos Posfai, Ira Schildkraut, Barton Slatko, and, last but not least, my wife, Jean, whose comments cannot be"
0,PMC4537296,"-names></name>, <name><surname>Vincze</surname><given-names>T</given-names></name>, <name><surname>Posfai</surname><given-names>J</given-names></name>, <name><surname>Macelis</surname><given-names>D</giv"
0,PMC4849740,"es are available from the Open Science Framework (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/jf42a"">https://osf.io/jf42a</ext-link>).</meta-value>
        </custom-meta>
      </custom-meta"
1,PMC4849740,"the Open Science Framework (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/jf42a"">https://osf.io/jf42a</ext-link>).</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-"
2,PMC4849740,"es are available from the Open Science Framework (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/jf42a"">https://osf.io/jf42a</ext-link>).</p>
    </notes>
  </front>
  <body>
    <sec sec-type="
3,PMC4849740,"the Open Science Framework (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/jf42a"">https://osf.io/jf42a</ext-link>).</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
 "
4,PMC4849740," all of our simulations are available publicly at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/jf42a"">https://osf.io/jf42a</ext-link>, except in the cases when the stimulus set is already ava"
5,PMC4849740,"s are available publicly at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/jf42a"">https://osf.io/jf42a</ext-link>, except in the cases when the stimulus set is already available online (links t"
0,PMC4880440,"e>The data from this paper can be found online at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/u57df"">https://osf.io/u57df</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-"
1,PMC4880440,"aper can be found online at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/u57df"">https://osf.io/u57df</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-m"
2,PMC4880440,"p>The data from this paper can be found online at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/u57df"">https://osf.io/u57df</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type="""
3,PMC4880440,"aper can be found online at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/u57df"">https://osf.io/u57df</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
  "
0,PMC4894630,"ailable on the Open Science Framework database at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/dm9g8/"">https://osf.io/dm9g8/</ext-link>.</meta-value>
        </custom-meta>
      </custom-met"
1,PMC4894630,"ence Framework database at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/dm9g8/"">https://osf.io/dm9g8/</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-"
2,PMC4894630,"ailable on the Open Science Framework database at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/dm9g8/"">https://osf.io/dm9g8/</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type"
3,PMC4894630,"ence Framework database at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/dm9g8/"">https://osf.io/dm9g8/</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
 "
0,PMC4944922,"le from the Open Science Framework database (URL: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/my2zq"">https://osf.io/my2zq</ext-link>).</meta-value>
        </custom-meta>
      </custom-meta"
1,PMC4944922,"ce Framework database (URL: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/my2zq"">https://osf.io/my2zq</ext-link>).</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-"
2,PMC4944922,"le from the Open Science Framework database (URL: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/my2zq"">https://osf.io/my2zq</ext-link>).</p>
    </notes>
  </front>
  <body>
    <sec sec-type="
3,PMC4944922,"ce Framework database (URL: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/my2zq"">https://osf.io/my2zq</ext-link>).</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
 "
0,PMC4954710,"n-names></name>, <name><surname>Engel</surname><given-names>S</given-names></name>, <name><surname>Kosfeld</surname><given-names>M</given-names></name>. <article-title>Conditional cooperation and costly "
0,PMC4982667,"en-names></name>, <name><surname>Gaal</surname><given-names>T</given-names></name>, <name><surname>Posfai</surname><given-names>G</given-names></name>. <article-title>Engineered ribosomal RNA operon copy"
0,PMC4999195,"ng clinical and experimental data, to explore a spectrum of treatment regimens combining a HAP, evofosfamide, with erlotinib. We design combination toxicity constraint models and optimize treatment strat"
1,PMC4999195,"i) combining these therapies delays resistance longer than any monotherapy schedule with either evofosfamide or erlotinib alone, (ii) sequentially alternating single doses of each drug leads to minimal t"
2,PMC4999195,"obability of developing resistance, and (iii) strategies minimizing the length of time after an evofosfamide dose and before erlotinib confer further benefits in reduction of tumor burden. These results "
3,PMC4999195,"i) combining these therapies delays resistance longer than any monotherapy schedule with either evofosfamide or erlotinib alone, and (ii) the best strategy for combination involves single doses of each d"
4,PMC4999195,"013;<xref rid=""pcbi.1005077.ref018"" ref-type=""bibr"">18</xref>]. For example, one such compound, evofosfamide, consists of a radical anion linked to a potent DNA-alkylating agent which penetrates effectiv"
5,PMC4999195,">, <xref rid=""pcbi.1005077.ref019"" ref-type=""bibr"">19</xref>]. This type of novel action allows evofosfamide to penetrate and target cancer cells within hypoxic region of a tumor, unlike standard therapi"
6,PMC4999195,"ficient tissue penetration were the primary contributing factors to this result. More recently, evofosfamide, which has a superior tissue-penetration ability, underwent Phase III testing in combination w"
7,PMC4999195,"ll population within a heterogeneous tumor microenvironment during treatment with erlotinib and evofosfamide. Using this model, we show that a combination treatment strategy results in treatment outcomes"
8,PMC4999195," an evolutionary mathematical modeling approach to evaluate the impact of combination erlotinib-evofosfamide therapy on a NSCLC tumor cell population, in which each tumor cell response is dependent upon "
9,PMC4999195,"d erlotinib concentration, (ii) published experimental results on cell viability in response to evofosfamide therapy, (iii) tumor oxygenation measurements, and (iv) pharmacokinetic data mapping evofosfam"
10,PMC4999195,"ofosfamide therapy, (iii) tumor oxygenation measurements, and (iv) pharmacokinetic data mapping evofosfamide and erlotinib dose to plasma concentration. We also utilize clinical trial data for both thera"
11,PMC4999195,"ariation, we first define distinct functions describing the individual effects of erlotinib and evofosfamide on these birth and death rates. The growth kinetics of the cancer cell population during treat"
12,PMC4999195,"ions, functions pertaining to erlotinib are denoted with 1&#x2019;s and functions pertaining to evofosfamide are denoted using 2&#x2019;s. We note that the birth and death rates used in this parameteriza"
13,PMC4999195,"tion>
              <title>Net growth rate and plasma concentration functions for erlotinib and evofosfamide.</title>
              <p>Examples of net growth rates of sensitive and resistant cells are sh"
14,PMC4999195,"s of sensitive and resistant cells are shown as functions of erlotinib concentration in (A) and evofosfamide concentration in (C). These rates are shown in blue for a low oxygen concentration (0.33%), co"
15,PMC4999195," rates. Examples of plasma concentration functions over time are shown for erlotinib in (B) and evofosfamide in (D). Given a standard dosing schedule of 150 mg erlotinib administered daily, the red curve"
16,PMC4999195,"artment furthest from the nearest blood vessel. (D) shows an example of a periodic function for evofosfamide plasma concentration over time, given a dosing schedule of 575 mg/m<sup>2</sup> administered w"
17,PMC4999195,"</label></disp-formula></p>
        </sec>
        <sec id=""sec006"">
          <title>Effect of evofosfamide and oxygen on growth kinetics</title>
          <p>Next we consider the effect of evofosfamide"
18,PMC4999195," evofosfamide and oxygen on growth kinetics</title>
          <p>Next we consider the effect of evofosfamide on the erlotinib-sensitive and erlotinib-resistant cell populations in each microenvironmental"
19,PMC4999195,"ironmental compartment. Note that the mechanisms of action differ greatly between erlotinib and evofosfamide. In particular, the mutation conferring resistance to erlotinib occurs in the EGFR kinase doma"
20,PMC4999195, resistance to erlotinib occurs in the EGFR kinase domain which is independent of the action of evofosfamide; thus the presence of this mutation is not thought to impact evofosfamide response. So we assu
21,PMC4999195,dent of the action of evofosfamide; thus the presence of this mutation is not thought to impact evofosfamide response. So we assume the same response of erlotinib-sensitive and erlotinib-resistant cells 
22,PMC4999195,esponse. So we assume the same response of erlotinib-sensitive and erlotinib-resistant cells to evofosfamide. The net growth rate dependence on evofosfamide concentration in each microenvironmental compa
23,PMC4999195,inib-sensitive and erlotinib-resistant cells to evofosfamide. The net growth rate dependence on evofosfamide concentration in each microenvironmental compartment is calculated from cell viability experim
24,PMC4999195,"2C</xref> for a low oxygen concentration (0.33%) and a high oxygen concentration (10.5%). Since evofosfamide releases a cytotoxic agent in hypoxic regions, we assume that its primary effect is to increas"
25,PMC4999195,"irth and death rates of sensitive cells in compartment <italic>i</italic> during treatment with evofosfamide by <inline-formula id=""pcbi.1005077.e024""><alternatives><graphic xlink:href=""pcbi.1005077.e024"
26,PMC4999195,"ates of resistant cells in compartment <italic>i</italic>.</p>
          <p><italic>Analysis of evofosfamide pharmacokinetic data.</italic> Next we consider how the concentration of evofosfamide changes "
27,PMC4999195,alysis of evofosfamide pharmacokinetic data.</italic> Next we consider how the concentration of evofosfamide changes during treatment. The plasma concentration after a dose of <italic>D</italic><sub>2</s
28,PMC4999195,"nt. The plasma concentration after a dose of <italic>D</italic><sub>2</sub> mg/m<sup>2</sup> of evofosfamide as a function of time is given by:
<disp-formula id=""pcbi.1005077.e028""><alternatives><graphic"
29,PMC4999195,"rom a phase 1 clinical trial [<xref rid=""pcbi.1005077.ref043"" ref-type=""bibr"">43</xref>]. Since evofosfamide is very quickly eliminated from the blood stream (half-life of 0.81 hours [<xref rid=""pcbi.100"
30,PMC4999195,"mber of hours between doses and <italic>T</italic><sub>2</sub> &#x2265; 6, the concentration of evofosfamide at the blood vessel at time <italic>t</italic> is given by
<disp-formula id=""pcbi.1005077.e030"
31,PMC4999195,"ws the plasma concentration function corresponding to a dosing schedule of 575 mg/m<sup>2</sup> evofosfamide given every week.</p>
          <p>Next we consider how the birth and death rates of sensitive"
32,PMC4999195,he distribution of apoptotic and proliferative markers within tumor tissue after treatment with evofosfamide and showed relatively uniform expression levels with respect to distance from the nearest bloo
33,PMC4999195,"nd DNA damage levels increase. Therefore, unlike with erlotinib, we assume the concentration of evofosfamide in every compartment of the tumor microenvironment at any given time is equal to the concentra"
34,PMC4999195,"c>v</italic><sub><italic>i</italic></sub> is the function describing cell viability in terms of evofosfamide concentration, as defined in <xref ref-type=""supplementary-material"" rid=""pcbi.1005077.s001"">S"
35,PMC4999195,"to treatment with erlotinib, whereas the last <italic>t</italic><sub>2</sub> hours are used for evofosfamide treatment. For the reasons discussed above, given a sufficient amount of time between the last"
36,PMC4999195,"nt. For the reasons discussed above, given a sufficient amount of time between the last dose of evofosfamide in one cycle and the first dose of erlotinib in the next cycle, we may assume that during the "
37,PMC4999195,"in the next cycle, we may assume that during the erlotinib treatment phase there is no residual evofosfamide. Therefore the birth and death rates during the first <italic>t</italic><sub>1</sub> hours in "
38,PMC4999195,"e are governed by erlotinib response kinetics. Since erlotinib has a much longer half-life than evofosfamide, during the last <italic>t</italic><sub>2</sub> hours of evofosfamide treatment it is possible"
39,PMC4999195,"uch longer half-life than evofosfamide, during the last <italic>t</italic><sub>2</sub> hours of evofosfamide treatment it is possible that some erlotinib will remain in the blood stream by the beginning "
40,PMC4999195,"es must reflect responses to both drugs. However, since erlotinib is primarily cytostatic while evofosfamide is primarily cytotoxic, we assume that during this period of time, cellular birth rates reflec"
41,PMC4999195,"irth rates reflect the response to erlotinib while cellular death rates reflect the response to evofosfamide.</p>
          <p>Since cycles are identical, functions describing birth and death rates over "
42,PMC4999195,"                    <td align=""center"" rowspan=""1"" colspan=""1"">sensitive cell birth rate due to evofosfamide</td>
                    <td align=""center"" rowspan=""1"" colspan=""1"">hours<sup>-1</sup> (see <x"
43,PMC4999195,"                    <td align=""center"" rowspan=""1"" colspan=""1"">sensitive cell death rate due to evofosfamide</td>
                    <td align=""center"" rowspan=""1"" colspan=""1"">hours<sup>-1</sup> (see <x"
44,PMC4999195,"                    <td align=""center"" rowspan=""1"" colspan=""1"">resistant cell birth rate due to evofosfamide</td>
                    <td align=""center"" rowspan=""1"" colspan=""1"">hours<sup>-1</sup> (see <x"
45,PMC4999195,"                    <td align=""center"" rowspan=""1"" colspan=""1"">resistant cell death rate due to evofosfamide</td>
                    <td align=""center"" rowspan=""1"" colspan=""1"">hours<sup>-1</sup> (see <x"
46,PMC4999195,"                   </td>
                    <td align=""center"" rowspan=""1"" colspan=""1"">dose of evofosfamide</td>
                    <td align=""center"" rowspan=""1"" colspan=""1"">mg/m<sup>2</sup></td>
    "
47,PMC4999195,"              </td>
                    <td align=""center"" rowspan=""1"" colspan=""1"">time between evofosfamide doses</td>
                    <td align=""center"" rowspan=""1"" colspan=""1"">hours</td>
         "
48,PMC4999195,"                 <td align=""center"" rowspan=""1"" colspan=""1"">plasma concentration after one dose evofosfamide</td>
                    <td align=""center"" rowspan=""1"" colspan=""1""><italic>&#x3BC;</italic>g/"
49,PMC4999195,"2</sub>(<italic>t</italic>)</td>
                    <td align=""center"" rowspan=""1"" colspan=""1"">evofosfamide plasma concentration</td>
                    <td align=""center"" rowspan=""1"" colspan=""1""><ital"
50,PMC4999195,"sub>)</td>
                    <td align=""center"" rowspan=""1"" colspan=""1"">cell viability due to evofosfamide</td>
                    <td align=""center"" rowspan=""1"" colspan=""1"">(see SI section 3)</td>
  "
51,PMC4999195,"               </td>
                    <td align=""center"" rowspan=""1"" colspan=""1"">duration of evofosfamide treatment</td>
                    <td align=""center"" rowspan=""1"" colspan=""1"">hours</td>
     "
52,PMC4999195,"namics of a tumor undergoing therapy with a wide variety of dosing regimens using erlotinib and evofosfamide, both separately and in combination. We first developed a model for the toxicity constraints g"
53,PMC4999195,"olerability data from clinical trials.</title>
              <p>Details regarding erlotinib and evofosfamide dosing schedules tested in clinical trials and how this data informs the construction of the t"
54,PMC4999195,"tr>
                    <td align=""center"" colspan=""5"" rowspan=""1"">
                      <bold>Evofosfamide</bold>
                    </td>
                  </tr>
                  <tr>
              "
55,PMC4999195,"d=""pcbi.1005077.t002"">Table 2</xref>, we construct toxicity constraint curves for erlotinib and evofosfamide. For each drug, we define a function to describe the relationship between maximum tolerated do"
56,PMC4999195,"mml:mrow></mml:mrow></mml:math></alternatives></disp-formula>
The toxicity constraint curve for evofosfamide is given by the following function, where <italic>n</italic> represents the number of times ev"
57,PMC4999195,"ide is given by the following function, where <italic>n</italic> represents the number of times evofosfamide is administered in a 3-week period and <italic>D</italic><sub>2</sub> is the maximum tolerated"
58,PMC4999195,nistered in a 3-week period and <italic>D</italic><sub>2</sub> is the maximum tolerated dose of evofosfamide (in mg/m<sup>2</sup>) associated to the dosing schedule defined by the value of <italic>n</ita
59,PMC4999195,"/label>
            <caption>
              <title>Toxicity constraint curves for erlotinib and evofosfamide.</title>
              <p>These curves depict the maximum tolerated doses of erlotinib (A) and"
60,PMC4999195,".</title>
              <p>These curves depict the maximum tolerated doses of erlotinib (A) and evofosfamide (B) as functions of frequency of dose administration. The black points are the coordinates fro"
61,PMC4999195," that should pass between the last dose of one drug and the first dose of the other drug. Since evofosfamide is eliminated from the blood stream in a matter of a few hours, we assume that as long as six "
62,PMC4999195,"of a few hours, we assume that as long as six or more hours have elapsed since the last dose of evofosfamide, a patient can safely take a dose of erlotinib without the worry of compounding side effects f"
63,PMC4999195,"im to determine the necessary waiting time between a last dose of erlotinib and a first dose of evofosfamide. Since the half-life of erlotinib is much longer than that of evofosfamide, it may not be reas"
64,PMC4999195," and a first dose of evofosfamide. Since the half-life of erlotinib is much longer than that of evofosfamide, it may not be reasonable to wait until erlotinib has been completely eliminated from the bloo"
65,PMC4999195," wait until erlotinib has been completely eliminated from the blood stream before administering evofosfamide, as waiting this long with so little drug in the blood stream could allow the cancer cells to "
66,PMC4999195,"rapidly proliferate. Analysis of clinical trial data for both drugs indicates that erotinib and evofosfamide can both cause skin and mucosal toxicities, but there are no other overlapping toxicities repo"
67,PMC4999195," concentration has fallen to 2.357 <italic>&#x3BC;</italic>M or lower, it is safe to administer evofosfamide since this concentration of erlotinib will not cause any side effects overlapping with those c"
68,PMC4999195,"his concentration of erlotinib will not cause any side effects overlapping with those caused by evofosfamide. Although this is most likely a simplification of the true combination toxicity constraints, w"
69,PMC4999195,edules currently in clinical use. The standard dosing schedule for erlotinib is 150 mg/day. Two evofosfamide dosing schedules have been tested in a clinical trial and designated as maximum tolerated dosi
70,PMC4999195,"edules. Schedule A is the standard erlotinib dosing schedule, and schedules B and C are the two evofosfamide dosing schedules. The remaining schedules (D through J) represent all combination therapies co"
71,PMC4999195,"ination therapies considered in this analysis. Since the toxicity constraints for erlotinib and evofosfamide are formulated in terms of the number of doses administered in a 3-week period, we define thes"
72,PMC4999195,"d=""pcbi.1005077.t003"">Table 3</xref> represent doses of either erlotinib in mg (subscript 1) or evofosfamide in mg/m<sup>2</sup> (subscript 2). For a fixed schedule (column) and day (row), a single entry"
73,PMC4999195," subscripts of 1 are doses of erlotinib in mg and the entries with subscripts of 2 are doses of evofosfamide in mg/m<sup>2</sup>. For a fixed schedule (column) and day (row), a single entry represents th"
74,PMC4999195," schedule (column) and day (row), a single entry represents the one dose of either erlotinib or evofosfamide scheduled for that day. A missing entry for a fixed schedule and day corresponds to a day with"
75,PMC4999195,"y. A missing entry for a fixed schedule and day corresponds to a day with neither erlotinib nor evofosfamide. Two entries for a given schedule on a single day represent the scheduling of two doses, eithe"
76,PMC4999195,"uring treatment with erlotinib alone, the blue curves show the dynamics during monotherapy with evofosfamide, and the green curves show the evolutionary dynamics of the cancer cell population during comb"
77,PMC4999195,"rid=""pcbi.1005077.g004"">Fig 4C</xref> for one of each type of dosing schedule: erlotinib alone, evofosfamide alone, and combination therapy. <xref ref-type=""fig"" rid=""pcbi.1005077.g004"">Fig 4D</xref> sho"
78,PMC4999195," dosing schedules using erlotinib alone are shown in red, results due to dosing schedules using evofosfamide alone are shown in blue, and results due to combination therapies are shown in green. Mean tum"
79,PMC4999195,"regions and erlotinib does not penetrate well to these areas. On the other hand, treatment with evofosfamide alone targets hypoxic regions which comprise the majority of the cell population, leading to a"
80,PMC4999195,"ation therapy, however, the cancer cell population demonstrates an initial steep decline due to evofosfamide, followed by a long-term controlled phase due to the combination of evofosfamide and erlotinib"
81,PMC4999195,"decline due to evofosfamide, followed by a long-term controlled phase due to the combination of evofosfamide and erlotinib. This tight control over the sensitive cell population during combination therap"
82,PMC4999195,"eiving lethal concentrations of erlotinib while cancer cells in hypoxic regions are targeted by evofosfamide. <xref ref-type=""fig"" rid=""pcbi.1005077.g004"">Fig 4D</xref> demonstrates that for the patients"
83,PMC4999195," schedules created by systematically combining standard erlotinib monotherapy with a variety of evofosfamide dosing schedules. However, the amount of time between administration of different drugs can pl"
84,PMC4999195,"o classes are to investigate schedules decreasing the amount of time after erlotinib but before evofosfamide dosing (Class 2), and after evofosfamide but before erlotinib dosing (Class 3).</p>
        <p"
85,PMC4999195,"creasing the amount of time after erlotinib but before evofosfamide dosing (Class 2), and after evofosfamide but before erlotinib dosing (Class 3).</p>
        <p>For each class, we start with a base erl"
86,PMC4999195,"/xref>. Modifications to this schedule are then made to incorporate <italic>n</italic> doses of evofosfamide, where <italic>n</italic> varies from 0 (corresponding to erlotinib monotherapy) to a maximal "
87,PMC4999195,"corresponding to erlotinib monotherapy) to a maximal value <italic>N</italic> (corresponding to evofosfamide monotherapy), in a three-week period. The dose of evofosfamide is determined by the toxicity c"
88,PMC4999195,"lic>N</italic> (corresponding to evofosfamide monotherapy), in a three-week period. The dose of evofosfamide is determined by the toxicity constraint curve in <xref ref-type=""fig"" rid=""pcbi.1005077.g003"""
89,PMC4999195,"<italic>n</italic> hours, consisting of the base erlotinib dosing schedule and a single dose of evofosfamide. This is done using a 4-step process: (i) calculate the evofosfamide dose, (ii) place the evof"
90,PMC4999195,"edule and a single dose of evofosfamide. This is done using a 4-step process: (i) calculate the evofosfamide dose, (ii) place the evofosfamide dose at either <italic>t</italic> = <italic>L</italic> &#x22"
91,PMC4999195,"amide. This is done using a 4-step process: (i) calculate the evofosfamide dose, (ii) place the evofosfamide dose at either <italic>t</italic> = <italic>L</italic> &#x2212; 24 or <italic>t</italic> = <it"
92,PMC4999195,"chedules. In Class 1, we use the standard erlotinib monotherapy schedule of 150 mg/day, and the evofosfamide dose in each cycle is given 24 hours before the start of the next cycle. In Class 2, we use a "
93,PMC4999195,"of 7 mg twice daily, which allows for a shorter waiting period after erlotinib doses and before evofosfamide doses. Class 3 uses the same standard erlotinib monotherapy as in Class 1; however, the evofos"
94,PMC4999195,"sfamide doses. Class 3 uses the same standard erlotinib monotherapy as in Class 1; however, the evofosfamide dose in each cycle is given 6 hours before the start of the next cycle instead of 24, which de"
95,PMC4999195,"ours before the start of the next cycle instead of 24, which decreases the amount of time after evofosfamide doses and before erlotinib doses.</p>
        <p>
<xref ref-type=""fig"" rid=""pcbi.1005077.g005"""
96,PMC4999195,"inib schedule. When <italic>n</italic> = 3, each cycle is one week. So for Classes 1 and 2, the evofosfamide dose in each cycle is given 24 hours before the end of the week, and for Class 3 the evofosfam"
97,PMC4999195,"ofosfamide dose in each cycle is given 24 hours before the end of the week, and for Class 3 the evofosfamide dose in each cycle is given 6 hours before the end of the week. This information is all depict"
98,PMC4999195,"5</xref>. In step 2 (the bottom row), the necessary number of erlotinib doses leading up to the evofosfamide infusion is removed in order to satisfy the combination toxicity constraint. In Classes 1 and "
99,PMC4999195,1 is removed in step 2 to allow the erlotinib concentration to fall sufficiently low before the evofosfamide infusion. Note that in Class 2 the removal of erlotinib is not necessary due to the already lo
100,PMC4999195,"talic> = 3, each cycle has length <italic>L</italic> = 168 (one week). For Classes 1 and 2, the evofosfamide dose in each cycle is given 24 hours before the end of the week, and for Class 3 the evofosfam"
101,PMC4999195,"ofosfamide dose in each cycle is given 24 hours before the end of the week, and for Class 3 the evofosfamide dose in each cycle is given 6 hours before the end of the week. This is all depicted in step 1"
102,PMC4999195,"to the large disparity in the sizes of these results. Furthermore, at the end of treatment with evofosfamide, the tumor primarily consists of sensitive cells, which agrees with our previous observation t"
103,PMC4999195,"he tumor primarily consists of sensitive cells, which agrees with our previous observation that evofosfamide is unable to control the sensitive cell population without erlotinib. Note that some of the me"
104,PMC4999195,"nt. The dosing schedules depicted here include both types of monotherapies (erlotinib alone and evofosfamide alone) from all three optimization classes.</p>
          </caption>
          <alternatives>
"
105,PMC4999195,"        </tr>
                <tr>
                  <td align=""center"" rowspan=""1"" colspan=""1"">Evofosfamide</td>
                  <td align=""center"" rowspan=""1"" colspan=""1"">9 &#x22C5; 10<sup>15</sup></"
106,PMC4999195,"        </tr>
                <tr>
                  <td align=""center"" rowspan=""1"" colspan=""1"">Evofosfamide</td>
                  <td align=""center"" rowspan=""1"" colspan=""1"">3 &#x22C5; 10<sup>17</sup></"
107,PMC4999195,"        </tr>
                <tr>
                  <td align=""center"" rowspan=""1"" colspan=""1"">Evofosfamide</td>
                  <td align=""center"" rowspan=""1"" colspan=""1"">6 &#x22C5; 10<sup>18</sup></"
108,PMC4999195,"ass 1 (blue), Class 2 (red), and Class 3 (yellow) which use a combination of both erlotinib and evofosfamide. Every integer on the <italic>x</italic>-axis represents a combination dosing schedule defined"
109,PMC4999195,"n the <italic>x</italic>-axis represents a combination dosing schedule defined by the number of evofosfamide doses administered in three weeks.</p>
          </caption>
          <graphic xlink:href=""pcb"
110,PMC4999195,"the <italic>x</italic>-axis corresponds to a combination dosing schedule given by the number of evofosfamide doses in a 3-week period, as defined previously.</p>
        <p><italic>Minimize treatment bre"
111,PMC4999195,"n a 3-week period, as defined previously.</p>
        <p><italic>Minimize treatment break after evofosfamide dosing.</italic> Next consider the results due to combination therapy shown in <xref ref-type="
112,PMC4999195,lass 1. This suggests that designing schedules that minimize the amount of time after a dose of evofosfamide and before a dose of erlotinib may lead to better control of the tumor population. This findin
113,PMC4999195,is finding is in agreement with our previous observations that the tumor population response to evofosfamide is strong but short-lived; hence quickly intervening in the subsequent population growth phase
114,PMC4999195," of combination densities (horizontal axis) from monotherapy with erlotinib to monotherapy with evofosfamide, there is a clear region in the interior (approximately <italic>n</italic> = 9&#x2013;17 evofo"
