,PMCID,sentence
0,PMC4616621,//github.com/eduardporta/e-Driver</ext-link>. The link to the Dropbox folder containing all the raw data can be found in the README.md file. All the statistical calculations were done using R 3.1.0. All figures have b
0,PMC4619893,"ta id=""data-availability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>Data can be found in the supplemental files.</meta-value>
        </custom-meta>
      </custom-meta-group>
    </art"
1,PMC4619893,"/custom-meta-group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>Data can be found in the supplemental files.</p>
    </notes>
  </front>
  <body>
    <disp-quote>
      <p>This is a"
0,PMC4652890,"source codes of the optic-flow toolbox will be available from a CITEC/Uni-bielefeld repository. All data can be found at doi:<ext-link ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.4119/unibi/2757868"">10.4119/u"
1,PMC4652890,"source codes of the optic-flow toolbox will be available from a CITEC/Uni-bielefeld repository. All data can be found at doi:<ext-link ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.4119/unibi/2757868"">10.4119/u"
0,PMC4654481,"lability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>A subset of our data can be found in: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/RobertPJenkins/PLoSCompSomiteClock"
1,PMC4654481,"up>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>A subset of our data can be found in: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/RobertPJenkins/PLoSCompSomiteClock"
0,PMC4777514,"lity"">
          <meta-name>Data Availability</meta-name>
          <meta-value>Code for 4C-ker and data can be found in Github (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com/rr1859/R.4Cker"">github.com/r"
1,PMC4777514,"    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>Code for 4C-ker and data can be found in Github (<ext-link ext-link-type=""uri"" xlink:href=""http://github.com/rr1859/R.4Cker"">github.com/r"
0,PMC4838304,"546 plasmid without any added peptide. Analysis scripts for the EMSA experiments as well as the raw data can be found with the distributed source code at <ext-link ext-link-type=""uri"" xlink:href=""http://bis.ifc.unam.m"
0,PMC4866742,"lab.org/Supplements/HaMMLET/"">http://schlieplab.org/Supplements/HaMMLET/</ext-link>. Simulated aCGH data can be found at the cited authors&#x2019; website at <ext-link ext-link-type=""uri"" xlink:href=""http://www.cbs.dt"
1,PMC4866742,"lab.org/Supplements/HaMMLET/"">http://schlieplab.org/Supplements/HaMMLET/</ext-link>. Simulated aCGH data can be found at the cited authors&#x2019; website at <ext-link ext-link-type=""uri"" xlink:href=""http://www.cbs.dt"
0,PMC4866769,"vailability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>All relevant data can be found in the Supporting Information file <xref ref-type=""supplementary-material"" rid=""pcbi.1004882.s003"">"
1,PMC4866769,"group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>All relevant data can be found in the Supporting Information file <xref ref-type=""supplementary-material"" rid=""pcbi.1004882.s003"">"
0,PMC4900613,"ta id=""data-availability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>Data can be found at: <ext-link ext-link-type=""uri"" xlink:href=""https://datadryad.org/resource/doi:10.5061/dryad.60hp"
1,PMC4900613,"/custom-meta-group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>Data can be found at: <ext-link ext-link-type=""uri"" xlink:href=""https://datadryad.org/resource/doi:10.5061/dryad.60hp"
0,PMC5028073,"on of specific lags. Additional discussion regarding the application of DFA to movement variability data can be found in [<xref rid=""pcbi.1005118.ref028"" ref-type=""bibr"">28</xref>], including a review of its vulnerabi"
0,PMC5038951,"ta id=""data-availability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>Data can be found in 1) GEO- <ext-link ext-link-type=""uri"" xlink:href=""http://www.ncbi.nlm.nih.gov/geo/"">http://www.n"
1,PMC5038951,"/custom-meta-group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>Data can be found in 1) GEO- <ext-link ext-link-type=""uri"" xlink:href=""http://www.ncbi.nlm.nih.gov/geo/"">http://www.n"
0,PMC5085041,"me>Data Availability</meta-name>
          <meta-value>The single-trial behavioral and P3 amplitude data can be found at the Dryad repository, doi: <ext-link ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.5061/d"
1,PMC5085041,"notes>
      <title>Data Availability</title>
      <p>The single-trial behavioral and P3 amplitude data can be found at the Dryad repository, doi: <ext-link ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.5061/d"
0,PMC5105987,"erials for access and and a full list of the investigators who contributed to the generation of the data can be found at <ext-link ext-link-type=""uri"" xlink:href=""http://www.wtccc.org.uk/"">http://www.wtccc.org.uk/</ex"
1,PMC5105987,"erials for access and and a full list of the investigators who contributed to the generation of the data can be found at <ext-link ext-link-type=""uri"" xlink:href=""http://www.wtccc.org.uk/"">http://www.wtccc.org.uk/</ex"
0,PMC5105998,"ta id=""data-availability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>Data can be found at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/ayw2p/"">https://osf.io/ayw2p/</ext-link"
1,PMC5105998,"/custom-meta-group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>Data can be found at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/ayw2p/"">https://osf.io/ayw2p/</ext-link"
0,PMC5215891," rid=""pcbi.1005261.ref020"" ref-type=""bibr"">20</xref>] (other examples of experimental neuron injury data can be found in [<xref rid=""pcbi.1005261.ref025"" ref-type=""bibr"">25</xref>, <xref rid=""pcbi.1005261.ref026"" ref-"
0,PMC5321471,"uding specific break downs of what information is in each table and how it is formatted. The actual data can be found in <xref ref-type=""supplementary-material"" rid=""pcbi.1005347.s006"">S1 Tables</xref> as a single exc"
0,PMC5322885,"iors2/priors%d.nii.gz</monospace></p>
        <p>Links to the template and example input and output data can be found on the Mindboggle website. Output formats include NIfTI format for volume files, VTK format for sur"
0,PMC5495484,"ation flow could have a strong effect on network dynamics, potentially leading to disease. Code and data can be found at: <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/gibbsdavidl/miergolf"">https://gith"
0,PMC5560820,"ormed consent that imaging and iEEG data may be used for research purposes. Other details about the data can be found elsewhere [<xref rid=""pcbi.1005637.ref042"" ref-type=""bibr"">42</xref>,<xref rid=""pcbi.1005637.ref062"
0,PMC5621705,"ails regarding the parametrization of <italic>V</italic> and the algorithm for learning models from data can be found in Methods, and our code is available at <ext-link ext-link-type=""uri"" xlink:href=""https://github.c"
0,PMC5766255,"d=""data-availability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>The data can be found in the CCLE and MCLP web-sites. The CCLE website is accessible from here: <ext-link ext-link-type="""
1,PMC5766255,"tom-meta-group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>The data can be found in the CCLE and MCLP web-sites. The CCLE website is accessible from here: <ext-link ext-link-type="""
0,PMC5895056,"dates and further information will be released at GitHub. Additional information, test data and raw data can be found at: <ext-link ext-link-type=""uri"" xlink:href=""https://www.biozentrum.uni-wuerzburg.de/bioinfo/compu"
0,PMC5945228,"          <meta-value>The dataset of consensus PDB annotated assemblies together with the benchmark data can be found at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/eppic-team/datasets/blob/master/dat"
1,PMC5945228,"lity</title>
      <p>The dataset of consensus PDB annotated assemblies together with the benchmark data can be found at <ext-link ext-link-type=""uri"" xlink:href=""https://github.com/eppic-team/datasets/blob/master/dat"
0,PMC5993323,"vailability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>All code and data can be found at github.com/wiheto/tvc_benchmarker.</meta-value>
        </custom-meta>
      </custom-meta-group"
1,PMC5993323,"group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>All code and data can be found at github.com/wiheto/tvc_benchmarker.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"
0,PMC6042796,"vailability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>All relevant data can be found at <ext-link ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.6084/m9.figshare.6452720"">http://"
1,PMC6042796,"group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>All relevant data can be found at <ext-link ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.6084/m9.figshare.6452720"">http://"
0,PMC6049947,"associated with the ME-model reaction. Examples of accessing and editing MEReactions through ProcessData can be found in the <bold><ext-link ext-link-type=""uri"" xlink:href=""http://cobrame.readthedocs.io/"">COBRAme Docu"
