,PMCID,sentence
0,PMC4425359," Availability</meta-name>
          <meta-value>The computational code which we apply to create the data is available at: <ext-link ext-link-type=""uri"" xlink:href=""http://cns.mrg1.rub.de/index.php/software"">http://cns"
1,PMC4425359,"      <title>Data Availability</title>
      <p>The computational code which we apply to create the data is available at: <ext-link ext-link-type=""uri"" xlink:href=""http://cns.mrg1.rub.de/index.php/software"">http://cns"
0,PMC4427321,"vailability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>All relevant data is available through the publically accessible Broad Institute Firehose, which aggregates data from the Cancer G"
1,PMC4427321,"group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>All relevant data is available through the publically accessible Broad Institute Firehose, which aggregates data from the Cancer G"
0,PMC4429581,"=""pcbi.1004223.g003"">Fig 3</xref>) [<xref rid=""pcbi.1004223.ref015"" ref-type=""bibr"">15</xref>]. The data is available for cells grown on glucose, galactose, raffinose and ethanol [<xref rid=""pcbi.1004223.ref015"" ref-t"
0,PMC4441489,"evant data are within the paper and its Supporting Information files. The file containing the model data is available at the Biomodels database: <ext-link ext-link-type=""uri"" xlink:href=""https://www.ebi.ac.uk/biomodel"
1,PMC4441489,"evant data are within the paper and its Supporting Information files. The file containing the model data is available at the Biomodels database: <ext-link ext-link-type=""uri"" xlink:href=""https://www.ebi.ac.uk/biomodel"
0,PMC4446265," peaks, SeqGL identified 30 group signals associated with ATAC-seq peaks. Corresponding TF ChIP-seq data is available for 23 group signals, and we were able to validate the predictions for 18 of these 23 groups (<xref"
0,PMC4447414,"is infeasible to comprehensively characterize each perturbation. Typically only a limited amount of data is available for each perturbation. For example, only growth rates are available for each <italic>M</italic>. <i"
0,PMC4470683,"in, the computational framework is broadly applicable to any drug for which induced gene expression data is available. Moreover, several experimental data sources are available for further data integration and mining "
0,PMC4497594,"ives></inline-formula> where T<sub>c</sub>/T is the proportion of the population who travels. If no data is available to fit the radiation model, then T<sub>c</sub>/T is fixed and not fit. Here we fit this percentage "
0,PMC4497734,"s://github.com/genome/gms</ext-link>). All source code is available on GitHub and all demonstration data is available for download here: <ext-link ext-link-type=""uri"" xlink:href=""https://xfer.genome.wustl.edu/gxfer1/p"
1,PMC4497734,"s://github.com/genome/gms</ext-link>). All source code is available on GitHub and all demonstration data is available for download here: <ext-link ext-link-type=""uri"" xlink:href=""https://xfer.genome.wustl.edu/gxfer1/p"
0,PMC4505886,"nly available for a small subset of the vast variety of TCRs and that the TCRs for which structural data is available differ considerably in their loop structure and chain length, rendering the location of common cons"
0,PMC4517867,"d=""data-availability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>All data is available from <ext-link ext-link-type=""uri"" xlink:href=""http://smb.slac.stanford.edu/~vdbedem"">http://smb.sl"
1,PMC4517867,"tom-meta-group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>All data is available from <ext-link ext-link-type=""uri"" xlink:href=""http://smb.slac.stanford.edu/~vdbedem"">http://smb.sl"
0,PMC4517947,"st interval would clearly be a superior strategy because the longer the coordinator waits, the more data is available to determine which edges are most important to inform the centralized design process. However, the "
0,PMC4532474,"a-name>Data Availability</meta-name>
          <meta-value>An implementation of the model and input data is available on our group website <ext-link ext-link-type=""uri"" xlink:href=""http://www.cemrg.co.uk"">www.cemrg.co"
1,PMC4532474,"   <notes>
      <title>Data Availability</title>
      <p>An implementation of the model and input data is available on our group website <ext-link ext-link-type=""uri"" xlink:href=""http://www.cemrg.co.uk"">www.cemrg.co"
0,PMC4552841,"p; Human Services (HHS) regions, broken down by age group; data may be revised in later weeks. This data is available for every season since the 1997&#x2013;1998 season. The CDC did not report wILI data for weeks 21&#"
0,PMC4560525,"ta id=""data-availability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>Data is available on <ext-link ext-link-type=""uri"" xlink:href=""http://structure.bmc.lu.se/VariBench/"">http://structur"
1,PMC4560525,"/custom-meta-group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>Data is available on <ext-link ext-link-type=""uri"" xlink:href=""http://structure.bmc.lu.se/VariBench/"">http://structur"
0,PMC4574939,"talic>k</italic></sub> collected under the application of the input <bold>u</bold>. If experimental data is available, then <inline-formula id=""pcbi.1004488.e042""><alternatives><graphic xlink:href=""pcbi.1004488.e042.j"
0,PMC4607507,"   <sec sec-type=""intro"" id=""sec001"">
      <title>Introduction</title>
      <p>Protein structural data is available in primarily two forms. Atomistic scale structures (or atomic structures for short), acquired throu"
0,PMC4619657,"s of RNA polymerase complex I, ~3,900 RNA polymerase complex II and 144 RNA polymerase complex III. Data is available for the RNA polymerase II holoenzyme in haploid yeast in the range of 2,000 to 4,000 complexes [<xr"
0,PMC4626021,"on, its availability has a known lag-time of at least 7 to 14 days. This means that by the time the data is available, the information is already 1 or 2 weeks old.</p>
      <p>Many attempts have been made to estimate"
0,PMC4636183,"the difference between a mature RNA or a single nascent RNA, there are 12 different genes for which data is available [<xref rid=""pcbi.1004345.ref025"" ref-type=""bibr"">25</xref>] and our conclusions are based on examin"
0,PMC4642938,"regulatory mutations in 498 re-sequenced breast cancer genomes from TCGA, for which gene expression data is available [<xref rid=""pcbi.1004590.ref041"" ref-type=""bibr"">41</xref>]. We specifically scored all SNVs and in"
1,PMC4642938,"type=""bibr"">42</xref>,<xref rid=""pcbi.1004590.ref043"" ref-type=""bibr"">43</xref>], for which H3K27Ac data is available from ENCODE (GSM733684) [<xref rid=""pcbi.1004590.ref012"" ref-type=""bibr"">12</xref>]. Scoring all 13"
0,PMC4646700,"ata-availability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>The raw data is available from the NCBI (project accession number SRP044631).</meta-value>
        </custom-meta>
      </cus"
1,PMC4646700,"meta-group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>The raw data is available from the NCBI (project accession number SRP044631).</p>
    </notes>
  </front>
  <body>
    <disp-"
2,PMC4646700,"href=""http://www.uea.ac.uk/computing/software"">www.uea.ac.uk/computing/software</ext-link>. The raw data is available from the NCBI (project accession number SRP044631). More detailed outputs from the algorithm are av"
0,PMC4648540,"lability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>A subset of the data is available as Supplemental Material. The full data set used in the present study is available on the neural da"
1,PMC4648540,"up>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>A subset of the data is available as Supplemental Material. The full data set used in the present study is available on the neural da"
0,PMC4664287,"ta-name>Data Availability</meta-name>
          <meta-value>Custom written software for analysis of data is available at <ext-link ext-link-type=""uri"" xlink:href=""http://mechanochemistry.org/mcainsh/software.php"">http"
1,PMC4664287,"y.org/mcainsh/software.php"">http://mechanochemistry.org/mcainsh/software.php</ext-link>. Trajectory data is available at <ext-link ext-link-type=""uri"" xlink:href=""http://figshare.com"">http://figshare.com</ext-link>, D"
2,PMC4664287,"    <notes>
      <title>Data Availability</title>
      <p>Custom written software for analysis of data is available at <ext-link ext-link-type=""uri"" xlink:href=""http://mechanochemistry.org/mcainsh/software.php"">http"
3,PMC4664287,"y.org/mcainsh/software.php"">http://mechanochemistry.org/mcainsh/software.php</ext-link>. Trajectory data is available at <ext-link ext-link-type=""uri"" xlink:href=""http://figshare.com"">http://figshare.com</ext-link>, D"
0,PMC4682637,"he role of <italic>Cp</italic>. For many physicochemical properties estimates were used, because no data is available about the true values. The diffusion coefficient <italic>D</italic>
<sub><italic>Cp</italic>,<itali"
0,PMC4684204,"ef ref-type=""fig"" rid=""pcbi.1004609.g003"">Fig 3A and 3C</xref>.</p>
        <p>To our knowledge, no data is available on whether lesion of GPi or thalamus reduce beta oscillations in the STN. To establish whether the "
0,PMC4709141,"unt estimation and decrease error [<xref rid=""pcbi.1004409.ref042"" ref-type=""bibr"">42</xref>]. This data is available at <ext-link ext-link-type=""uri"" xlink:href=""http://adaptivebiotech.com/link/mat2015"">http://adapti"
0,PMC4720485,"mputed and experimental dissociation rate constant for a given tautomer in cases where experimental data is available. Once completed, proteins were immersed in a pre-equilibrated octahedral box with ~4910 TIP3P water"
0,PMC4742280,"=""uri"" xlink:href=""https://github.com/stjude"">https://github.com/stjude</ext-link>. Gene expression data is available at GEO accession GSE66708 (<ext-link ext-link-type=""uri"" xlink:href=""http://www.ncbi.nlm.nih.gov/ge"
1,PMC4742280,"//www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE66708</ext-link>). Primary leukemia gene expression data is available at GEO accession GSE28460 (<ext-link ext-link-type=""uri"" xlink:href=""http://www.ncbi.nlm.nih.gov/ge"
2,PMC4742280,"E28460"">http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28460</ext-link>). MicroRNA expression data is available at GEO accession GSE76849 (<ext-link ext-link-type=""uri"" xlink:href=""http://www.ncbi.nlm.nih.gov/ge"
3,PMC4742280,"=""uri"" xlink:href=""https://github.com/stjude"">https://github.com/stjude</ext-link>. Gene expression data is available at GEO accession GSE66708 (<ext-link ext-link-type=""uri"" xlink:href=""http://www.ncbi.nlm.nih.gov/ge"
4,PMC4742280,"//www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE66708</ext-link>). Primary leukemia gene expression data is available at GEO accession GSE28460 (<ext-link ext-link-type=""uri"" xlink:href=""http://www.ncbi.nlm.nih.gov/ge"
5,PMC4742280,"E28460"">http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28460</ext-link>). MicroRNA expression data is available at GEO accession GSE76849 (<ext-link ext-link-type=""uri"" xlink:href=""http://www.ncbi.nlm.nih.gov/ge"
0,PMC4763502, authors confirm that all data underlying the findings are fully available without restriction. Raw data is available from the authors at <email>manuela.zaccolo@dpag.ox.ac.uk</email>. The simulation and output process
1,PMC4763502, authors confirm that all data underlying the findings are fully available without restriction. Raw data is available from the authors at <email>manuela.zaccolo@dpag.ox.ac.uk</email>. The simulation and output process
0,PMC4778931,"ining reactions in the reconstruction (i.e. non gene associated reactions or reactions for which no data is available) are designated as others (OT). All HC reactions are included in the model, and the maximum number "
0,PMC4798282,"ta id=""data-availability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>Data is available at the NIH funded Systems Biology Center website: <ext-link ext-link-type=""uri"" xlink:href=""http://"
1,PMC4798282,"/custom-meta-group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>Data is available at the NIH funded Systems Biology Center website: <ext-link ext-link-type=""uri"" xlink:href=""http://"
0,PMC4807082,"resented in <xref ref-type=""supplementary-material"" rid=""pcbi.1004803.s001"">S1 Appendix</xref>. All data is available in <xref ref-type=""supplementary-material"" rid=""pcbi.1004803.s007"">S1 Dataset</xref>.</p>
         "
0,PMC4814051,"ef-type=""supplementary-material"" rid=""pcbi.1004847.s008"">S8</xref> Figs, respectively, and the full data is available in <xref ref-type=""supplementary-material"" rid=""pcbi.1004847.s023"">S2 Dataset</xref>. In summary, t"
0,PMC4849722,"lity"">
          <meta-name>Data Availability</meta-name>
          <meta-value>All gene expression data is available from the Gene Expression Omnibus linked in the supplied references to the original submission. Sing"
1,PMC4849722,"    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>All gene expression data is available from the Gene Expression Omnibus linked in the supplied references to the original submission. Sing"
0,PMC4862688,"can reproduce the known propensities of multidomain proteins to form domain-swapped misfolds, where data is available. Contrary to what might be naively expected based on the previously described misfolding mechanism,"
1,PMC4862688,"ample by single molecule AFM or FRET experiments. Qualitatively we do observe good agreement, where data is available: in experiment, domains which have been shown to misfold are TNfn3 (AFM) and Titin I27 (AFM, FRET),"
0,PMC4866742,"nk:href=""https://zenodo.org/record/46262"">https://zenodo.org/record/46262</ext-link>. Our simulated data is available through a web interface at <ext-link ext-link-type=""uri"" xlink:href=""http://schlieplab.org/Suppleme"
1,PMC4866742,"/www.cbs.dtu.dk/~hanni/aCGH/"">http://www.cbs.dtu.dk/~hanni/aCGH/</ext-link>. High-density CGH array data is available from the Gene Expression Omnibus under accession number GSE23949. Data for Coriell etc. is provided"
2,PMC4866742,"nk:href=""https://zenodo.org/record/46262"">https://zenodo.org/record/46262</ext-link>. Our simulated data is available through a web interface at <ext-link ext-link-type=""uri"" xlink:href=""http://schlieplab.org/Suppleme"
3,PMC4866742,"/www.cbs.dtu.dk/~hanni/aCGH/"">http://www.cbs.dtu.dk/~hanni/aCGH/</ext-link>. High-density CGH array data is available from the Gene Expression Omnibus under accession number GSE23949. Data for Coriell etc. is provided"
0,PMC4871498,"></sub>.</p>
        <p>In practice, the QoIs will often include predictions for which experimental data is available. The data will then be used to calibrate the reduced model. However, QoIs may also include predicti"
0,PMC4874630,"exRNA portal [<xref rid=""pcbi.1004941.ref016"" ref-type=""bibr"">16</xref>]. In addition, WikiPathways data is available in RDF (Resource Description Framework) format, which is incorporated into the Open PHACTS Discover"
0,PMC4877006,"s, do they affect the binding affinity of the RALPPLPRY peptide in the same manner? As little to no data is available to answer this question, we selected several conservative mutations at positions in those subgroups"
0,PMC4889063,"ly is highly invasive and complex so there is very little data in the experimental literature. Such data is available for intense dynamic knee extension [<xref rid=""pcbi.1004911.ref025"" ref-type=""bibr"">25</xref>], whi"
0,PMC4890760," an EMT specific signaling model. D492 can be used as a model for studying EMT for which biological data is available: mRNA, micro-RNA, cell phenotypic data, growth curves etc. [<xref rid=""pcbi.1004924.ref034"" ref-typ"
0,PMC4920368,"ed but different issues. In [<xref rid=""pcbi.1005002.ref037"" ref-type=""bibr"">37</xref>], only diary data is available, and the authors present a synthetic network model based on data and adjusting for under-reporting."
0,PMC4924788,"ata-availability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>Patient data is available at <ext-link ext-link-type=""uri"" xlink:href=""https://www.synapse.org/#!Synapse:syn2455683/wiki/6400"
1,PMC4924788,"meta-group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>Patient data is available at <ext-link ext-link-type=""uri"" xlink:href=""https://www.synapse.org/#!Synapse:syn2455683/wiki/6400"
0,PMC4928962,"er protocols given in [<xref rid=""pcbi.1004824.ref035"" ref-type=""bibr"">35</xref>]. The raw sequence data is available through the European Nucleotide Archive with the accessions available in the <xref ref-type=""supple"
0,PMC4939949,"re selected. The abundances of these 77 protein families were represented as the RPKM; and the RPKM data is available online from <ext-link ext-link-type=""uri"" xlink:href=""https://sourceforge.net/projects/hmm-graspx/f"
0,PMC4954643,"or cell-type specific AGO binding preferences. For target prediction in a new context where no CLIP data is available, the common SVM provides a &#x201C;cell-type agnostic&#x201D; model of AGO sequence and position pr"
0,PMC4954693,5 observed ON cells in both conditions (the &#x201C;ON-cells filter&#x201D; that ensures sufficient data is available to estimate QVARKS parameters). We also evaluate our QVARKS methods on other starting gene sets obt
0,PMC4957800,"hasticity on the average behavior is moderately strong. For the JAK/STAT pathway where experimental data is available, we show that one parameter that was not structurally identifiable when using a macroscopic descrip"
1,PMC4957800,"be interpreted and tested, and which novel insights can be gained even when only population-average data is available. For this purpose, we study an example for which experimental data is available and two examples fo"
2,PMC4957800," population-average data is available. For this purpose, we study an example for which experimental data is available and two examples for which artificial data was generated using stochastic simulations. The applicat"
0,PMC5019382,"k-type=""uri"" xlink:href=""https://www.lung-genomics.org"">www.lung-genomics.org</ext-link>). Genotype data is available through dbGAP (dbGAP accession phs000624.v1.p1).</meta-value>
        </custom-meta>
      </custom"
1,PMC5019382,"k-type=""uri"" xlink:href=""https://www.lung-genomics.org"">www.lung-genomics.org</ext-link>). Genotype data is available through dbGAP (dbGAP accession phs000624.v1.p1).</p>
    </notes>
  </front>
  <body>
    <sec sec-"
0,PMC5094675,"larly true in the cases of yeast and fruit fly, where a substantial quantity of genetic interaction data is available. In order to allow WORMHOLE to benefit from the unique aspects of this method, we applied IsoRankN "
0,PMC5145134,"te a new model with the currently estimated parameters. A tutorial and format specification for the data is available as part of the StochSS manual, available on the StochSS website and in <xref ref-type=""supplementar"
0,PMC5147804,"determined structures present in the PDB. Since for the vast majority of these mutations structural data is available only for the wild type but not for the mutant, we used with PSSpred [<xref rid=""pcbi.1005242.ref027"
0,PMC5161305,"dling is open-source, thereby ensuring repeatability. Similarly, all project generated and released data is available to be licensed as open data. Mouse Analogs are built for, maintained, and executed in a cloud envir"
0,PMC5226821,"regulation and be functionally significant to the biological context of interest. Conceivably, when data is available, mDrGenes can be conveniently identified by first predicting the DmMGs and then assessing their fun"
0,PMC5302801,"ic xlink:href=""pcbi.1005368.g003""/>
        </fig>
        <p>As described below, much experimental data is available to support our <italic>in silico</italic> observations. For example, &#x201C;<italic>Cytoskeleton o"
0,PMC5308841," <p>The goal of our method is to predict connectivity for potential connections for which no tracer data is available, informed by the connections that do have observed data. To accomplish this, we assume that the <it"
0,PMC5345757,"best suited for situations where: (1) the event is regularly occurring, (2) historical surveillance data is available for many examples of the event, and (3) ongoing surveillance data is available with relatively shor"
1,PMC5345757,"torical surveillance data is available for many examples of the event, and (3) ongoing surveillance data is available with relatively short lag in comparison to the length of the event. This may explain the increased "
0,PMC5347440,"ue>All relevant data are within the paper and its Supporting Information file. Additionally the raw data is available at: <ext-link ext-link-type=""uri"" xlink:href=""https://doi.org/10.5281/zenodo.269650"">https://doi.or"
1,PMC5347440,"<p>All relevant data are within the paper and its Supporting Information file. Additionally the raw data is available at: <ext-link ext-link-type=""uri"" xlink:href=""https://doi.org/10.5281/zenodo.269650"">https://doi.or"
0,PMC5448815,"committee for researchers who meet the criteria for access to confidential data, and the expression data is available for download from the ArrayExpress repository (<ext-link ext-link-type=""uri"" xlink:href=""https://ww"
1,PMC5448815,"committee for researchers who meet the criteria for access to confidential data, and the expression data is available for download from the ArrayExpress repository (<ext-link ext-link-type=""uri"" xlink:href=""https://ww"
0,PMC5453429,"y different terminology). Experiment selection is broken up into several stages. Initially, when no data is available, two measurements are performed: one of the unperturbed steady state and another of the steady stat"
0,PMC5481142," Case-Control Consortium. A full list of the investigators who contributed to the generation of the data is available from <ext-link ext-link-type=""uri"" xlink:href=""http://www.wtccc.org.uk/"">www.wtccc.org.uk</ext-link"
0,PMC5500008,"ata-availability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>All raw data is available online in Short Read Archive (Accession Number SRP078490).</meta-value>
        </custom-meta>
    "
1,PMC5500008,"meta-group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>All raw data is available online in Short Read Archive (Accession Number SRP078490).</p>
    </notes>
  </front>
  <body>
   "
2,PMC5500008,"[<xref rid=""pcbi.1005572.ref041"" ref-type=""bibr"">41</xref>] to determine the CDR3 position. All raw data is available online on our server (see <xref ref-type=""supplementary-material"" rid=""pcbi.1005572.s001"">S1 Text</"
0,PMC5503165,"d=""data-availability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>The data is available from the Dryad Digital Repository: <ext-link ext-link-type=""uri"" xlink:href=""https://doi.org/10.506"
1,PMC5503165,"tom-meta-group>
    </article-meta>
    <notes>
      <title>Data Availability</title>
      <p>The data is available from the Dryad Digital Repository: <ext-link ext-link-type=""uri"" xlink:href=""https://doi.org/10.506"
0,PMC5524419,"h cell in the 3D matrix represents the luminance of each element in the display (cd/m<sup>2</sup>). Data is available as a Matlab MAT-file.</p>
          <p>(MAT)</p>
        </caption>
        <media xlink:href=""pcbi"
1,PMC5524419,"column contains the response (1 = bounce). The sixth trial contains the reaction time (in seconds). Data is available as a Matlab MAT-file.</p>
          <p>(MAT)</p>
        </caption>
        <media xlink:href=""pcbi"
0,PMC5524426,"ata available as well as the dimension of the dynamical system. If only a sparse amount of training data is available, the result is often inaccurate predictions due to the lack of suitable nearby neighbors in delay-c"
1,PMC5524426,"     <title>Materials and methods</title>
      <p>The assumption throughout is that a set of noisy data is available over the time interval [<italic>t</italic>(0), <italic>t</italic>(<italic>T</italic>)]. This is ref"
0,PMC5549771,"xref rid=""pcbi.1005690.ref097"" ref-type=""bibr"">97</xref>]. Although a large amount of thermodynamic data is available for globular protein mutations, the mutation data set for membrane proteins is relatively small, be"
0,PMC5612454,"ta id=""data-availability"">
          <meta-name>Data Availability</meta-name>
          <meta-value>Data is available at <ext-link ext-link-type=""uri"" xlink:href=""https://doi.org/10.6084/m9.figshare.5313484"">10.6084/m"
